contig	ws_hdr_start	ws_hdr_end	ws_hdr_size	strain
ptg000003l	2827770.515617	2844058.03437854	16287.5187615422	ECA347
ptg000003l	3018818.24029666	3029353.50501151	10535.2647148506	ECA347
ptg000003l	3187707	3237531.18435463	49824.1843546284	ECA347
ptg000003l	3247224	3255983.31522634	8759.31522633741	ECA347
ptg000003l	3275939	3283383.28675269	7444.28675269056	ECA347
ptg000003l	3300411.27889908	3305902	5490.72110091755	ECA347
ptg000003l	3348043	3376069.15874493	28026.1587449256	ECA347
ptg000003l	3743450.01483552	3754036.39595249	10586.3811169663	ECA347
ptg000003l	3839654.97466352	3896679	57024.0253364807	ECA347
ptg000003l	4223262.47767394	4242769	19506.5223260643	ECA347
ptg000003l	4457977.34940744	4471819.65616416	13842.3067567246	ECA347
ptg000003l	4766140.70094489	4779683.49671913	13542.795774241	ECA347
ptg000003l	4798712.49925526	4806319	7606.50074473675	ECA347
ptg000003l	4915949.64940387	4931445.39394817	15495.7445442937	ECA347
ptg000003l	4984300.94427451	4992332.05572549	8031.1114509739	ECA347
ptg000003l	10824835.0199454	10864574	39738.9800546281	ECA347
ptg000003l	11009414.9987204	11047323.4367913	37908.4380708784	ECA347
ptg000003l	11809311.3747763	11816388.3691348	7076.99435845204	ECA347
ptg000003l	12483800.9432133	12493411.9289754	9610.98576212674	ECA347
ptg000003l	12765401.8313302	12770779.5934046	5377.76207443513	ECA347
ptg000003l	12781107.1219389	12788778.5096226	7671.38768372871	ECA347
ptg000003l	12856038.4427611	12864512.2219563	8473.77919522673	ECA347
ptg000003l	12887528.0078323	12901195.0656007	13667.0577683114	ECA347
ptg000003l	12976846.1424731	12989041.2597956	12195.1173224524	ECA347
ptg000003l	13045319	13075167	29848	ECA347
ptg000003l	13134653.940968	13143101.6866953	8447.74572731741	ECA347
ptg000003l	13202132.5741453	13209964.4265143	7831.85236893967	ECA347
ptg000003l	13278855.2402303	13292565	13709.759769693	ECA347
ptg000003l	13467368.1329744	13474402.2610739	7034.1280995626	ECA347
ptg000003l	13606156.9226934	13621707.7224032	15550.7997097783	ECA347
ptg000003l	13697111.2834101	13709940.1528743	12828.8694641516	ECA347
ptg000003l	13715935.7913245	13723025.9035245	7090.11219997145	ECA347
ptg000003l	13728059.9586533	13735892.2944564	7832.3358031027	ECA347
ptg000003l	13996554	14006341.7862952	9787.78629524261	ECA347
ptg000003l	14295416.1027062	14304172.6753968	8756.57269066758	ECA347
ptg000003l	14505026	14515691.1596871	10665.1596870683	ECA347
ptg000004l	402457.147277228	415015.335482694	12558.1882054658	ECA347
ptg000004l	858668.950615217	893719.93538009	35050.9847648728	ECA347
ptg000004l	1776337	1790169	13832	ECA347
ptg000004l	2044973	2092630.28836393	47657.2883639296	ECA347
ptg000004l	4937507.00936801	4951259.54612498	13752.5367569746	ECA347
ptg000005l	111449	120869.082759976	9420.08275997642	ECA347
ptg000005l	238523.28587202	253477.901364448	14954.6154924278	ECA347
ptg000005l	388755.380538302	397761.619461698	9006.2389233954	ECA347
ptg000005l	406507	412402.589515867	5895.589515867	ECA347
ptg000005l	755878.872071252	767908.127928748	12029.255857497	ECA347
ptg000005l	840279.074769667	854609.796122779	14330.7213531118	ECA347
ptg000005l	862615.140872375	873008.136612284	10392.9957399089	ECA347
ptg000005l	1146271.43565742	1155467.57104195	9196.1353845275	ECA347
ptg000005l	1216795	1261390	44595	ECA347
ptg000005l	1980906	1989967.15887026	9061.15887025604	ECA347
ptg000005l	2021861.38284154	2041778.65891873	19917.276077192	ECA347
ptg000005l	2049610.54054054	2058601.45945946	8990.91891891882	ECA347
ptg000005l	2171500.78925847	2183680.76498844	12179.9757299703	ECA347
ptg000005l	2448122.85960363	2459210.97153849	11088.1119348593	ECA347
ptg000005l	2507225.91992061	2516250.08007939	9024.16015878692	ECA347
ptg000005l	2544202.81684492	2551534	7331.1831550803	ECA347
ptg000005l	2585953.41870824	2598162.33663787	12208.9179296293	ECA347
ptg000005l	2713012.97795716	2726308.33895301	13295.3609958529	ECA347
ptg000005l	2952494.71228754	2962547.28771246	10052.5754249291	ECA347
ptg000005l	3435891.58455393	3456333.3011114	20441.7165574702	ECA347
ptg000005l	4070203.06256886	4077512	7308.93743113801	ECA347
ptg000006l	15575	33408.0731568054	17833.0731568054	ECA347
ptg000006l	84243.6290141089	91093.1467715938	6849.51775748494	ECA347
ptg000006l	810409.324423311	818363.277607883	7953.9531845724	ECA347
ptg000006l	1038931.6416185	1045315.20573356	6383.56411506108	ECA347
ptg000006l	2376793.46187665	2388328.31976415	11534.8578874972	ECA347
ptg000006l	2597670.92845887	2605504.61134433	7833.68288545776	ECA347
ptg000006l	3167553.88095289	3178557.11904711	11003.2380942181	ECA347
ptg000006l	3438194.77777914	3445233.22222086	7038.44444171526	ECA347
ptg000006l	3696140.11719968	3705169.88280032	9029.76560063194	ECA347
ptg000006l	4076687.92622651	4086104.32530331	9416.39907679427	ECA347
ptg000006l	4121834	4136136.94843536	14302.9484353573	ECA347
ptg000006l	4960330.9137656	4990087.79950109	29756.8857354997	ECA347
ptg000006l	6013008.11316113	6034246.08884996	21237.9756888244	ECA347
ptg000006l	6208466.80514107	6242415.58831574	33948.7831746712	ECA347
ptg000006l	6262378	6272093.7018281	9715.70182810351	ECA347
ptg000007l	825638.890279942	833798	8159.10972005804	ECA347
ptg000007l	1353217.32941176	1366223.42321733	13006.0938055632	ECA347
ptg000007l	1468416.26957258	1488319.82845387	19903.5588812921	ECA347
ptg000007l	2152187.2621497	2159172.7378503	6985.47570060287	ECA347
ptg000007l	2171675.77955163	2181643.22044837	9967.44089673925	ECA347
ptg000007l	2206217.05511038	2216055.04895856	9837.99384818133	ECA347
ptg000007l	2804230	2811044.14321239	6814.14321238827	ECA347
ptg000007l	3170127.70804101	3177244.29195899	7116.58391797077	ECA347
ptg000007l	3196466.50738852	3203472.49261148	7005.9852229692	ECA347
ptg000008l	35096.1106758863	66706	31609.8893241137	ECA347
ptg000008l	80062	130978.322719449	50916.3227194492	ECA347
ptg000008l	584644.492817099	636900.922545747	52256.4297286486	ECA347
ptg000008l	1010380	1015867.60257529	5487.60257529467	ECA347
ptg000008l	1116766.24818304	1123593.34039626	6827.09221321577	ECA347
ptg000008l	2031232.58768378	2053904	22671.4123162157	ECA347
ptg000008l	2222855	2237938.86296791	15083.8629679144	ECA347
ptg000008l	2443114.47057981	2453095.36777251	9980.89719269797	ECA347
ptg000008l	2468065.03545421	2481902.42033835	13837.3848841414	ECA347
ptg000008l	2507464.09334587	2517348.39313573	9884.299789852	ECA347
ptg000008l	3163426.50826482	3170626.44663465	7199.93836982502	ECA347
ptg000008l	3195688.80061714	3216253.31055901	20564.5099418689	ECA347
ptg000008l	3314668.70296865	3321832.49171136	7163.78874271456	ECA347
ptg000008l	3542768	3566833	24065	ECA347
ptg000008l	3739858.6526333	3748809.964616	8951.31198270014	ECA347
ptg000008l	4245672	4252259.23493045	6587.23493044823	ECA347
ptg000008l	4848467.9584496	4858894	10426.0415504007	ECA347
ptg000008l	5055308.08142629	5065799.21878967	10491.1373633835	ECA347
ptg000008l	5075785.71180702	5097774.9514867	21989.2396796737	ECA347
ptg000008l	7423686	7449200	25514	ECA347
ptg000008l	11372753.3153954	11390811.9928604	18058.6774650291	ECA347
ptg000008l	11485375	11515940.8952676	30565.8952676486	ECA347
ptg000008l	11974116.1152011	11981040.8847989	6924.76959781721	ECA347
ptg000008l	12217216.4665905	12226386.906861	9170.44027043134	ECA347
ptg000008l	12247393.4882478	12268875.9333985	21482.4451507628	ECA347
ptg000008l	12612308.3816336	12646432.5447994	34124.1631657816	ECA347
ptg000008l	12687083.8274693	12695236.1906881	8152.36321877316	ECA347
ptg000008l	13065207.4161681	13092785.3023893	27577.8862212021	ECA347
ptg000008l	13454572.3665138	13500179.1869688	45606.820455078	ECA347
ptg000008l	14510819	14601379	90560	ECA347
ptg000008l	14638941.6686407	14648981.2932928	10039.624652097	ECA347
ptg000008l	14771185.8545616	14790964.4209829	19778.56642133	ECA347
ptg000008l	14857920	14879947	22027	ECA347
ptg000008l	14914995.2312609	14946862.5776173	31867.3463564329	ECA347
ptg000008l	15009137	15090466.386723	81329.3867230359	ECA347
ptg000008l	15140405.0799641	15161601.6745163	21196.5945522655	ECA347
ptg000008l	15241204.8411727	15277453.8310463	36248.9898736421	ECA347
ptg000008l	15345935.784233	15353329.4016282	7393.61739522405	ECA347
ptg000008l	15405295.993816	15425779.9553662	20483.9615501519	ECA347
ptg000008l	15695126.6502374	15701955.9809311	6829.33069367893	ECA347
ptg000008l	15841270.6012799	15850001	8730.3987200968	ECA347
ptg000008l	16150269.0949127	16157026	6756.90508732013	ECA347
ptg000008l	16282715	16376911.7795053	94196.7795053013	ECA347
ptg000008l	16405799	16415841.8388709	10042.8388709202	ECA347
ptg000008l	16462604.7756304	16492606.9660522	30002.1904217917	ECA347
ptg000008l	16580847	16594400	13553	ECA347
ptg000008l	17081755.2060086	17087820.5921938	6065.3861852251	ECA347
ptg000008l	17474090.9058964	17483468.7754155	9377.86951911449	ECA347
ptg000008l	17638850	17645441.5013477	6591.50134770945	ECA347
ptg000008l	17858534	17865616.9261972	7082.92619718239	ECA347
ptg000008l	17964027	17974329.9266459	10302.9266458824	ECA347
ptg000008l	18079116.6166073	18091552.9208283	12436.3042209744	ECA347
ptg000008l	18146523.7215428	18160408.6572372	13884.9356943928	ECA347
ptg000009l	253716.689938398	292134.427538988	38417.7376005898	ECA347
ptg000009l	594355.405280222	649616.970743001	55261.5654627791	ECA347
ptg000009l	1337191.96864768	1348618.56140351	11426.5927558239	ECA347
ptg000009l	2485704	2561043	75339	ECA347
ptg000010l	727518.487262916	744968	17449.5127370844	ECA347
ptg000010l	817873.892111959	824138.457590257	6264.5654782973	ECA347
ptg000010l	1476570	1540825.99282468	64255.9928246832	ECA347
ptg000010l	1702602.88396756	1720450.77675166	17847.8927840956	ECA347
ptg000010l	1905701.87857143	1929894.03703704	24192.1584656085	ECA347
ptg000010l	2004163	2021893	17730	ECA347
ptg000010l	2103489.48584383	2115541.22563652	12051.7397926943	ECA347
ptg000010l	2245486	2252744.1	7258.10000000009	ECA347
ptg000010l	2319222.44339666	2336128	16905.5566033353	ECA347
ptg000010l	2372818.81974601	2385635.80437757	12816.9846315593	ECA347
ptg000010l	2933455	2944343.56381378	10888.5638137772	ECA347
ptg000010l	2966827.62053798	2979168.56277661	12340.9422386331	ECA347
ptg000010l	3048911.10105532	3071437.38452392	22526.2834685938	ECA347
ptg000010l	3099560	3105502.50670641	5942.50670640822	ECA347
ptg000010l	3132405.22238164	3139463	7057.77761836443	ECA347
ptg000010l	3314958.33411876	3323479.43945972	8521.10534096416	ECA347
ptg000010l	3339002	3363128	24126	ECA347
ptg000010l	3369893.40690817	3400275.76177517	30382.3548670011	ECA347
ptg000010l	3537005.95365568	3544026.04634432	7020.09268863965	ECA347
ptg000011l	3613284.86637508	3632009.54460432	18724.6782292314	ECA347
ptg000011l	3643976.75935252	3651779.4724743	7802.71312178113	ECA347
ptg000011l	3738112.24511931	3750639.37710025	12527.1319809398	ECA347
ptg000014l	915969.777368905	928240.749103943	12270.9717350374	ECA347
ptg000014l	1473092.70195324	1513118	40025.2980467563	ECA347
ptg000014l	1774364.01362655	1781363.98637345	6999.97274689702	ECA347
ptg000014l	1819904	1825170	5266	ECA347
ptg000001l	284356.682538323	734345.580253039	449988.897714716	ECA3088
ptg000001l	747198	792514.593871484	45316.5938714842	ECA3088
ptg000001l	801359.0223398	836424	35064.9776601999	ECA3088
ptg000001l	894497	900173.721581549	5676.72158154857	ECA3088
ptg000001l	923731.69394648	931711.94458939	7980.25064291037	ECA3088
ptg000001l	1028156	1060727.67536232	32571.6753623188	ECA3088
ptg000001l	1171989	1184352.24117647	12363.2411764706	ECA3088
ptg000001l	1283445.55128531	1349245.327777	65799.7764916853	ECA3088
ptg000001l	1354803	2323592	968789	ECA3088
ptg000001l	2348157.40954943	2356916.10536681	8758.69581738627	ECA3088
ptg000001l	2367577.86727438	2450282	82704.1327256155	ECA3088
ptg000001l	2486180	2812921	326741	ECA3088
ptg000001l	2833262	2951664	118402	ECA3088
ptg000001l	3183553.07031345	3191023.50009773	7470.42978428723	ECA3088
ptg000001l	3222045	3232212	10167	ECA3088
ptg000001l	3366905.72350632	3488419	121513.276493676	ECA3088
ptg000001l	3505690	3746121	240431	ECA3088
ptg000001l	3923239	4279462	356223	ECA3088
ptg000001l	4461848	4557896.57092288	96048.5709228823	ECA3088
ptg000001l	4568630	4581396.63130906	12766.6313090613	ECA3088
ptg000001l	4588370.48377408	4602443.68593955	14073.2021654705	ECA3088
ptg000001l	4669935.32825961	4741277.05514132	71341.7268817155	ECA3088
ptg000001l	4777298	4956378.57425018	179080.574250183	ECA3088
ptg000001l	4973055	5457692	484637	ECA3088
ptg000001l	5441607.556665	6484565.65004315	1042958.09337815	ECA3088
ptg000001l	6686762	6696760	9998	ECA3088
ptg000001l	7168808.67320453	7249269.54191304	80460.86870851	ECA3088
ptg000001l	7793597.81705763	7975892.28054567	182294.463488038	ECA3088
ptg000001l	8013153.91828959	8115822.52542432	102668.607134732	ECA3088
ptg000001l	8152542.16474098	8169590.83525902	17048.6705180407	ECA3088
ptg000001l	8187373.27687928	8203000.86554004	15627.5886607664	ECA3088
ptg000001l	8286763	8295613.04578927	8850.04578926973	ECA3088
ptg000001l	8527711.03328871	8538766.74224186	11055.7089531459	ECA3088
ptg000001l	8600598.55160932	8624759.38247253	24160.8308632094	ECA3088
ptg000001l	8649963.72443987	8733447.03298735	83483.3085474782	ECA3088
ptg000001l	9580615	9639841.35355851	59226.3535585143	ECA3088
ptg000001l	13185116.8536652	13232822.4991536	47705.6454884093	ECA3088
ptg000001l	13289321.4508966	13338739	49417.5491034426	ECA3088
ptg000001l	13399087.1675509	13435530.9725709	36443.8050199524	ECA3088
ptg000001l	14694133.7163615	15075622.9424978	381489.226136332	ECA3088
ptg000001l	15135640.8586285	15222647.8693082	87007.0106796492	ECA3088
ptg000001l	15614668.7887369	15622659.2112631	7990.4225262478	ECA3088
ptg000001l	16026139.644882	16035279.9960597	9140.35117770173	ECA3088
ptg000001l	16048283.5125748	16084725.7892279	36442.2766531557	ECA3088
ptg000001l	16122877.3890419	16132086.3226933	9208.9336514771	ECA3088
ptg000001l	17262713.4965657	17341578.4299132	78864.933347512	ECA3088
ptg000001l	17442519.8351787	17450703.3992577	8183.56407891214	ECA3088
ptg000001l	17465826.7354809	17598067.1029849	132240.367503937	ECA3088
ptg000001l	17617720.6455741	17672726.1571526	55005.511578463	ECA3088
ptg000001l	17758780.9138623	17778792.1443452	20011.2304828614	ECA3088
ptg000001l	17818902.0636972	17849589.0691611	30687.0054638721	ECA3088
ptg000001l	17981301.1248761	18000701.516129	19400.3912529163	ECA3088
ptg000001l	18127701.4294578	18167673.6017956	39972.1723378077	ECA3088
ptg000001l	18185824.0340124	18200166.1550224	14342.1210100576	ECA3088
ptg000001l	18210080.863334	18218284.9668475	8204.10351357609	ECA3088
ptg000001l	18223373.6977626	18252855.1767241	29481.4789615571	ECA3088
ptg000001l	18618932	19022350.0804399	403418.080439873	ECA3088
ptg000001l	19029490	19052923.8720109	23433.8720109314	ECA3088
ptg000001l	19075745.9165787	20199132.1159243	1123386.19934567	ECA3088
ptg000001l	20252058	20261858.5888325	9800.58883248642	ECA3088
ptg000001l	20379326	20536087.125182	156761.125181951	ECA3088
ptg000001l	20557391.8291676	20570332	12940.1708324291	ECA3088
ptg000001l	20577317.2413535	20622923.1040982	45605.8627446964	ECA3088
ptg000001l	20651321.8948478	20660510.7920398	9188.89719202369	ECA3088
ptg000001l	20685717.9436598	20721009.7143698	35291.7707099766	ECA3088
ptg000001l	20902030.1426467	20924798.7633186	22768.6206719428	ECA3088
ptg000001l	20954984.9056769	20961974	6989.09432314336	ECA3088
ptg000001l	21025162.0589715	21059239.7288353	34077.6698637381	ECA3088
ptg000001l	21064310.1636597	21153180.1155712	88869.95191155	ECA3088
ptg000001l	21186084.7033135	21230012.4885635	43927.7852499895	ECA3088
ptg000002l	737339.48	745004.056098579	7664.57609857887	ECA3088
ptg000002l	1083682	1092847.16756377	9165.16756377253	ECA3088
ptg000002l	1106324.40095203	1126582.07324118	20257.6722891477	ECA3088
ptg000002l	1143368.56167444	1153200.08800644	9831.5263320026	ECA3088
ptg000002l	1232366.27156829	1240688.48339483	8322.21182654891	ECA3088
ptg000002l	1286132.86763687	1299377.56871564	13244.7010787746	ECA3088
ptg000002l	1337071.36326011	1346678	9606.63673989172	ECA3088
ptg000002l	1370888.92402331	1377837	6948.07597668888	ECA3088
ptg000002l	1561311.32443366	1573077.58002242	11766.2555887618	ECA3088
ptg000002l	1582918.8972332	1606471.14780293	23552.2505697277	ECA3088
ptg000002l	1614645.89186663	1624528.2367395	9882.3448728798	ECA3088
ptg000002l	1756693.894595	1769762.5829623	13068.6883673042	ECA3088
ptg000002l	1871246	1933947.94617455	62701.9461745482	ECA3088
ptg000002l	2049824	2063688.55142232	13864.5514223194	ECA3088
ptg000002l	2105985.12104283	2118791.27412404	12806.1530812094	ECA3088
ptg000002l	2144689.05941802	2150615	5925.94058198296	ECA3088
ptg000002l	2156485.20666472	2167418	10932.7933352822	ECA3088
ptg000002l	2533777	2577672	43895	ECA3088
ptg000002l	2588981	2606844.52171053	17863.5217105262	ECA3088
ptg000002l	2729278	2744975.47349638	15697.4734963789	ECA3088
ptg000002l	2756798.76186417	2788979.67826905	32180.9164048843	ECA3088
ptg000002l	2799813.26841392	2807878.73158608	8065.46317216475	ECA3088
ptg000002l	2822466	2976383.91027607	153917.910276073	ECA3088
ptg000002l	2989313.13880368	3005254.76997091	15941.6311672297	ECA3088
ptg000002l	3074535	3080909.28094153	6374.28094153386	ECA3088
ptg000002l	3126122.05936272	3133148	7025.94063727651	ECA3088
ptg000002l	3401176	3415049.73533301	13873.7353330087	ECA3088
ptg000002l	3592444.69842788	3614369.16345641	21924.46502853	ECA3088
ptg000002l	4079297.04580524	4099877.48855529	20580.442750047	ECA3088
ptg000002l	4163259.9255137	4179358.13712277	16098.2116090674	ECA3088
ptg000002l	4431844.49162679	4448276.90810811	16432.4164813133	ECA3088
ptg000002l	4469373.36744966	4485416.33128466	16042.9638350001	ECA3088
ptg000002l	6000453.12567284	6042265.29220779	41812.1665349519	ECA3088
ptg000002l	6486076.0016621	6505621.67612388	19545.6744617717	ECA3088
ptg000002l	6960130.80570705	6974051.05179745	13920.2460903972	ECA3088
ptg000002l	7358001.20945508	7379734.98486463	21733.7754095551	ECA3088
ptg000002l	14266057.3262343	14283361.6222469	17304.2960126195	ECA3088
ptg000002l	14783202.3093532	14795147.6906468	11945.3812936768	ECA3088
ptg000002l	14812292.7267214	14834640.2731257	22347.546404304	ECA3088
ptg000002l	14893060.8408798	14906131.2641348	13070.4232550543	ECA3088
ptg000002l	16103515.9166727	16118567.6559309	15051.7392581347	ECA3088
ptg000002l	16503553.4723247	16511195.5587229	7642.08639819548	ECA3088
ptg000002l	16900281	16913207.2750756	12926.2750755697	ECA3088
ptg000002l	17058646.0141393	17099015	40368.9858607017	ECA3088
ptg000002l	18548950	18555439.0514166	6489.05141657963	ECA3088
ptg000002l	19022427	19046199.3309771	23772.3309771307	ECA3088
ptg000002l	19232431.0262102	19241400.23548	8969.2092698738	ECA3088
ptg000002l	19251481.6773996	19259659.3805144	8177.70311482251	ECA3088
ptg000002l	19691553.6377093	19699536.9980989	7983.36038956419	ECA3088
ptg000003l	1127721	1147750.03336864	20029.0333686441	ECA3088
ptg000003l	1384989.32188841	1398948	13958.6781115879	ECA3088
ptg000003l	1593633.32163449	1608706	15072.6783655051	ECA3088
ptg000003l	1700118.80136596	1730429.02308802	30310.2217220583	ECA3088
ptg000003l	1772249.38647166	1779388.4386377	7139.05216603447	ECA3088
ptg000003l	1817082	1845031	27949	ECA3088
ptg000003l	1867264.32666667	1875560.97389176	8296.64722509286	ECA3088
ptg000003l	1882273	1889750	7477	ECA3088
ptg000003l	2206578.88095697	2239055.32395896	32476.4430019869	ECA3088
ptg000003l	2454103.24171993	2488604	34500.7582800696	ECA3088
ptg000003l	2543819.14924084	2577098.47757095	33279.3283301056	ECA3088
ptg000003l	2642535.37494156	2656086.46300956	13551.088068001	ECA3088
ptg000003l	2679124.6343516	2700231	21106.3656483996	ECA3088
ptg000003l	2711319.55307582	2719738.56537151	8419.01229568385	ECA3088
ptg000003l	2745585.23060211	2779511.87109161	33926.6404894968	ECA3088
ptg000003l	2876214.00959366	2883631.50904963	7417.49945597118	ECA3088
ptg000003l	2977915.21508433	2989897.78491567	11982.5698313434	ECA3088
ptg000003l	3346019.60654099	3356564.95452447	10545.3479834809	ECA3088
ptg000003l	4035202.60812285	4070186.64775207	34984.0396292233	ECA3088
ptg000003l	4981593.2368013	4989566.7631987	7973.52639740333	ECA3088
ptg000003l	9859693.10623519	9904362.60084309	44669.4946078993	ECA3088
ptg000003l	9973394.69597386	9991932.8021978	18538.106223939	ECA3088
ptg000003l	10441857.7242663	10451919.2757337	10061.551467441	ECA3088
ptg000003l	10606292	10692622	86330	ECA3088
ptg000003l	11021820.6518025	11044914.732987	23094.0811845157	ECA3088
ptg000003l	11172103.1873332	11184339.0518992	12235.8645659629	ECA3088
ptg000003l	11320610.1420724	11333481.5432074	12871.401134992	ECA3088
ptg000003l	11613765.9682627	11624750.7152867	10984.7470240612	ECA3088
ptg000003l	11745432.0296093	11755222.0937721	9790.06416285969	ECA3088
ptg000003l	11761284.8702176	11768319.5976956	7034.72747807764	ECA3088
ptg000003l	11908546.9386418	11945987.2331455	37440.2945036329	ECA3088
ptg000003l	11975634.9943814	11986713.0067568	11078.012375392	ECA3088
ptg000003l	12007269.2217673	12017818.4017593	10549.179992076	ECA3088
ptg000003l	12051980	12104606.9652592	52626.9652592205	ECA3088
ptg000003l	12109653.242651	12136482.2442538	26829.0016028136	ECA3088
ptg000003l	12165242.2539036	12306634.4257603	141392.171856688	ECA3088
ptg000003l	12581242	12591947.4180368	10705.4180368017	ECA3088
ptg000003l	12599001.0204995	12613423.7920319	14422.7715323269	ECA3088
ptg000003l	12628461	12673518	45057	ECA3088
ptg000003l	12706545.0153225	12718253.2708434	11708.2555208541	ECA3088
ptg000003l	12733179.671967	12797749	64569.3280329797	ECA3088
ptg000003l	12919299	12946412.2220873	27113.2220873088	ECA3088
ptg000003l	12978807.705148	12987128.7028052	8320.99765711091	ECA3088
ptg000003l	12999616	13007347.7493593	7731.74935930222	ECA3088
ptg000003l	13020930.5760545	13030505	9574.42394546233	ECA3088
ptg000003l	13038687.3311404	13054557	15869.6688596494	ECA3088
ptg000003l	13147290.7779571	13170673.3452514	23382.5672943201	ECA3088
ptg000003l	13193537.0114487	13203199.4670947	9662.45564596355	ECA3088
ptg000003l	13425703	13432089.5070694	6386.50706940889	ECA3088
ptg000003l	13502457.3401052	13511371.1535869	8913.81348166056	ECA3088
ptg000003l	13525742.6283545	13535545.172437	9802.54408243671	ECA3088
ptg000003l	13547387.3784198	13648317.5380694	100930.159649612	ECA3088
ptg000003l	13657731.9214827	13711688	53956.0785172712	ECA3088
ptg000003l	13794013	14142062.6534312	348049.65343116	ECA3088
ptg000003l	14157493	14174411.1341669	16918.1341668665	ECA3088
ptg000003l	14213105.2859463	14230659	17553.7140537035	ECA3088
ptg000003l	14240061.2087162	14288712.2699725	48651.0612562522	ECA3088
ptg000003l	14535294	14614379.7461753	79085.7461753152	ECA3088
ptg000003l	14652370	15105927.0717465	453557.07174653	ECA3088
ptg000003l	15147838	15161788.3792766	13950.379276637	ECA3088
ptg000003l	15347921.5500114	15370478.8527311	22557.302719688	ECA3088
ptg000003l	15698873.899979	15814029.5904211	115155.690442167	ECA3088
ptg000004l	559936.053933285	571813.090973451	11877.0370401666	ECA3088
ptg000004l	753475.255518395	763770.634311057	10295.3787926628	ECA3088
ptg000004l	1761801.14422326	1786468.36371017	24667.2194869055	ECA3088
ptg000004l	1831311.80507403	1841355.19492597	10043.3898519431	ECA3088
ptg000004l	1895300.01546103	1908713.29968896	13413.2842279312	ECA3088
ptg000004l	1983321.48585711	2012474.86742829	29153.3815711818	ECA3088
ptg000004l	2047819	2085544.84892461	37725.8489246112	ECA3088
ptg000004l	2119961.90981463	2135748.15164764	15786.2418330112	ECA3088
ptg000004l	2307371.18876557	2314778.45031796	7407.2615523967	ECA3088
ptg000004l	2353745.53463415	2360440	6694.46536585363	ECA3088
ptg000004l	2445553.38318481	2589074.88863066	143521.505445847	ECA3088
ptg000004l	2717043	2724945.93525006	7902.93525006063	ECA3088
ptg000004l	2732388.99679402	2773139	40750.0032059844	ECA3088
ptg000004l	2829782	2853667.65888076	23885.6588807572	ECA3088
ptg000004l	2944086.07434695	2993568.88142123	49482.8070742805	ECA3088
ptg000004l	3064204	3147894.12144379	83690.1214437899	ECA3088
ptg000004l	4657803.05408271	4666094.53242645	8291.47834373266	ECA3088
ptg000004l	12514386.0375227	12521381.9624773	6995.92495457456	ECA3088
ptg000004l	12538324.2506812	12547595.8623744	9271.61169323698	ECA3088
ptg000004l	13486663.4589474	13493996.100365	7332.64141759463	ECA3088
ptg000004l	13966992	13973393.5278388	6401.5278388001	ECA3088
ptg000004l	14181691.7723949	14190624	8932.22760511935	ECA3088
ptg000004l	15100220.8712635	15110207	9986.12873647548	ECA3088
ptg000004l	15214941.2534143	15222372.9404209	7431.68700661696	ECA3088
ptg000004l	15232327	15243621.6025316	11294.6025316454	ECA3088
ptg000004l	15338606.8983964	15347819.9414388	9213.04304236174	ECA3088
ptg000005l	1845293.53368845	1896438.68362594	51145.1499374867	ECA3088
ptg000005l	1938301.09386649	1949462.03060328	11160.9367367902	ECA3088
ptg000005l	2109236.25468679	2115576	6339.7453132146	ECA3088
ptg000005l	2184906.55235351	2221289	36382.4476464936	ECA3088
ptg000006l	161382.49737303	175750	14367.5026269702	ECA3088
ptg000006l	207231	249524	42293	ECA3088
ptg000006l	1028522.46950741	1036387.45966059	7864.99015317659	ECA3088
ptg000006l	1483933.96664726	1491031.20131307	7097.23466581223	ECA3088
ptg000006l	2912353.30919773	2920123.81429941	7770.50510167889	ECA3088
ptg000007l	80058	89078.647186885	9020.64718688496	ECA3088
ptg000007l	414195.938417138	422160.061582862	7964.12316572492	ECA3088
ptg000007l	785597.157870159	794935.642892669	9338.48502250947	ECA3088
ptg000007l	878234.572248581	897739.789207823	19505.2169592417	ECA3088
ptg000007l	1689286.08221179	1720038.31314213	30752.2309303451	ECA3088
ptg000007l	2754852.98997322	2762212	7359.01002678368	ECA3088
ptg000007l	2779474.97646934	2808212.61671626	28737.6402469208	ECA3088
ptg000007l	2955998.85366771	2981029.62168099	25030.7680132794	ECA3088
ptg000007l	5949265.84395514	5968276.08509477	19010.2411396243	ECA3088
ptg000007l	6776861.90478602	6786713	9851.09521397855	ECA3088
ptg000007l	7075293.41950808	7083075.68491929	7782.2654112149	ECA3088
ptg000007l	7168563.16263812	7188196.70288144	19633.5402433146	ECA3088
ptg000007l	7232442.64990138	7266955.28501159	34512.635110205	ECA3088
ptg000007l	7448048.68715803	7455073.31284197	7024.62568393908	ECA3088
ptg000007l	7516344.03632925	7530211	13866.9636707511	ECA3088
ptg000007l	7573494.55768845	7602188.06994868	28693.5122602312	ECA3088
ptg000007l	8112845.59202436	8123680.45993979	10834.8679154254	ECA3088
ptg000007l	8281073.3006125	8291096.6993875	10023.3987750094	ECA3088
ptg000007l	8536164	8580862	44698	ECA3088
ptg000007l	9391521.48591171	9444837.37899494	53315.8930832334	ECA3088
ptg000007l	9507044.72850679	9514617.48877578	7572.76026898995	ECA3088
ptg000007l	9539575.99412686	9574597.50243704	35021.5083101839	ECA3088
ptg000007l	9816829.31393339	9827919.69967122	11090.3857378345	ECA3088
