strain	gene
ED3049	g4440
ED3049	g11653
ED3049	g10316
ED3049	g11153
ED3049	g17477
ED3049	g14367
ED3049	g5586
ED3049	g11675
ED3049	g11182
ED3049	g14365
ED3049	g7729
ED3049	g10153
ED3049	g2853
ED3049	g2892
ED3049	g11677
ED3049	g9647
ED3049	g8077
ED3049	g11179
ED3049	g5587
ED3049	g11151
ED3049	g11150
ED3049	g9210
ED3049	g2889
ED3049	g18212
ED3049	g2885
ED3049	g11651
ED3049	g12007
ED3049	g15943
ED3049	g11144
ED3049	g11669
ED3049	g8104
ED3049	g2890
ED3049	g11184
ED3049	g3184
ED3049	g2891
ED3049	g11656
ED3049	g14548
ED3049	g2888
ED3049	g11177
ED3049	g11654
ED3049	g11172
ED3049	g6213
ED3049	g11397
ED3049	g20377
ED3049	g1574
ED3049	g10315
ED3049	g5468
ED3049	g11183
ED3049	g7689
ED3049	g5457
ED3049	g20094
ED3049	g2884
ED3049	g14369
ED3049	g7768
ED3049	g9805
ED3049	g7765
ED3049	g15193
ED3049	g2887
ED3049	g2883
ED3049	g11176
ED3049	g11225
ED3049	g11154
ED3049	g8513
ED3049	g6677
ED3049	g14364
ED3049	g21784
ED3049	g15944
ED3049	g15273
ED3049	g2886
ED3049	g11175
ED3049	g1570
ED3049	g11180
ED3049	g11650
ED3049	g1576
ED3049	g4207
ED3049	g3183
ED3049	g10187
ED3049	g11671
ED3049	g11181
ED3049	g12184
ED3049	g10793
ED3049	g5458
ED3049	g11174
ED3049	g4565
ED3049	g14395
ED3049	g11173
ED3049	g11652
JU258	g15659
JU258	g11326
JU258	g8872
JU258	g16254
JU258	g8458
JU258	g197
JU258	g19026
JU258	g11345
JU258	g3526
JU258	g8924
JU258	g11322
JU258	g11316
JU258	g35
JU258	g15631
JU258	g2692
JU258	g18604
JU258	g15658
JU258	g11319
JU258	g15632
JU258	g11347
JU258	g11348
JU258	g15986
JU258	g2143
JU258	g8873
JU258	g5073
JU258	g2687
JU258	g2686
JU258	g13600
JU258	g8925
JU258	g13624
JU258	g11354
JU258	g2691
JU258	g3734
JU258	g2689
JU258	g13626
JU258	g2690
JU258	g11314
JU258	g16031
JU258	g13602
JU258	g2688
JU258	g11321
JU258	g13599
JU258	g17889
JU258	g13603
JU258	g13376
JU258	g5399
JU258	g8871
JU258	g2651
JU258	g19882
JU258	g13619
JU258	g196
JU258	g13973
JU258	g1039
JU258	g11315
JU258	g13972
JU258	g13605
JU258	g2685
JU258	g3524
JU258	g10548
JU258	g16067
JU258	g13601
JU258	g1117
JU258	g2684
JU258	g11273
JU258	g12148
JU258	g13620
JU258	g11344
JU258	g1446
JU258	g3529
JU258	g20598
JU258	g19242
JU258	g13598
JU258	g19241
JU258	g18717
JU258	g11323
JU258	g8867
JU258	g11318
JU258	g3528
JU258	g19317
JU258	g69
JU258	g13604
JU258	g11317
JU258	g666
JU258	g11324
JU258	g15105
JU258	g13983
JU258	g3500
JU258	g7455
JU258	g11325
JU258	g8459
JU3226	g7566
JU3226	g19182
JU3226	g10107
JU3226	g8016
JU3226	g4427
JU3226	g17879
JU3226	g6282
JU3226	g2732
JU3226	g7545
JU3226	g13445
JU3226	g362
JU3226	g2731
JU3226	g22163
JU3226	g19826
JU3226	g394
JU3226	g7564
JU3226	g7575
JU3226	g8017
JU3226	g17881
JU3226	g9279
JU3226	g10903
JU3226	g7712
JU3226	g7565
JU3226	g13608
JU3226	g12941
JU3226	g8042
JU3226	g10993
JU3226	g399
JU3226	g10555
JU3226	g8021
JU3226	g7711
JU3226	g7574
JU3226	g401
JU3226	g402
JU3226	g8040
JU3226	g19827
JU3226	g10939
JU3226	g1356
JU3226	g10528
JU3226	g7615
JU3226	g4902
JU3226	g7548
JU3226	g7801
JU3226	g7185
JU3226	g8019
JU3226	g10556
JU3226	g16233
JU3226	g14471
JU3226	g398
JU3226	g13609
JU3226	g10899
JU3226	g7547
JU3226	g393
JU3226	g6098
JU3226	g7571
JU3226	g6693
JU3226	g13100
JU3226	g17880
JU3226	g3013
JU3226	g22162
JU3226	g16232
JU3226	g392
JU3226	g397
JU3226	g6684
JU3226	g14754
JU3226	g7572
JU3226	g12488
JU3226	g16218
JU3226	g8015
JU3226	g7568
JU3226	g8035
JU3226	g6285
JU3226	g3093
JU3226	g6280
JU3226	g395
JU3226	g18969
JU3226	g8378
JU3226	g7573
JU3226	g400
JU3226	g396
JU3226	g17875
JU3226	g6284
JU3226	g8036
JU3226	g16243
JU3226	g7567
JU3226	g8018
JU3226	g7569
JU3226	g19317
JU3226	g6254
JU3226	g13481
NIC195	g4044
NIC195	g20811
NIC195	g956
NIC195	g9125
NIC195	g503
NIC195	g1804
NIC195	g6867
NIC195	g952
NIC195	g5469
NIC195	g7964
NIC195	g1964
NIC195	g14232
NIC195	g7963
NIC195	g4016
NIC195	g14270
NIC195	g521
NIC195	g19976
NIC195	g4043
NIC195	g524
NIC195	g4378
NIC195	g523
NIC195	g2900
NIC195	g20812
NIC195	g14267
NIC195	g10625
NIC195	g14263
NIC195	g504
NIC195	g499
NIC195	g906
NIC195	g974
NIC195	g2462
NIC195	g525
NIC195	g976
NIC195	g497
NIC195	g14268
NIC195	g4454
NIC195	g4421
NIC195	g5747
NIC195	g14269
NIC195	g520
NIC195	g5292
NIC195	g14266
NIC195	g949
NIC195	g4017
NIC195	g517
NIC195	g7342
NIC195	g519
NIC195	g747
NIC195	g21778
NIC195	g20810
NIC195	g951
NIC195	g15237
NIC195	g1805
NIC195	g946
NIC195	g8094
NIC195	g8084
NIC195	g954
NIC195	g8095
NIC195	g18652
NIC195	g18930
NIC195	g14262
NIC195	g5467
NIC195	g2300
NIC195	g947
NIC195	g522
NIC195	g16784
NIC195	g945
NIC195	g14265
NIC195	g14261
NIC195	g146
NIC195	g953
NIC195	g948
NIC195	g17273
NIC195	g3603
NIC195	g5472
NIC195	g19965
NIC195	g16705
NIC195	g526
NIC195	g14264
NIC195	g20806
NIC195	g5471
NIC195	g21779
NIC195	g9351
NIC195	g5746
NIC195	g518
NIC195	g1334
NIC195	g8997
NIC195	g5443
NIC195	g1933
NIC195	g955
ECA1208	g9250
ECA1208	g15128
ECA1208	g16470
ECA1208	g14069
ECA1208	g13580
ECA1208	g18465
ECA1208	g16965
ECA1208	g16736
ECA1208	g16480
ECA1208	g20795
ECA1208	g1198
ECA1208	g16475
ECA1208	g16472
ECA1208	g16471
ECA1208	g3096
ECA1208	g17785
ECA1208	g16477
ECA1208	g16966
ECA1208	g16479
ECA1208	g6029
ECA1208	g1231
ECA1208	g15127
ECA1208	g16522
ECA1208	g20379
ECA1208	g9254
ECA1208	g4011
ECA1208	g1235
ECA1208	g9252
ECA1208	g16988
ECA1208	g18598
ECA1208	g19523
ECA1208	g1237
ECA1208	g1238
ECA1208	g16474
ECA1208	g1234
ECA1208	g16986
ECA1208	g16085
ECA1208	g14070
ECA1208	g2777
ECA1208	g14689
ECA1208	g16482
ECA1208	g19746
ECA1208	g16967
ECA1208	g5274
ECA1208	g13581
ECA1208	g18466
ECA1208	g16451
ECA1208	g16619
ECA1208	g1233
ECA1208	g3146
ECA1208	g20380
ECA1208	g115
ECA1208	g16968
ECA1208	g1232
ECA1208	g19330
ECA1208	g1230
ECA1208	g11120
ECA1208	g9431
ECA1208	g3854
ECA1208	g2752
ECA1208	g8302
ECA1208	g8968
ECA1208	g15129
ECA1208	g7222
ECA1208	g16473
ECA1208	g1229
ECA1208	g2776
ECA1208	g17969
ECA1208	g16453
ECA1208	g16450
ECA1208	g2336
ECA1208	g18633
ECA1208	g16481
ECA1208	g16981
ECA1208	g9249
ECA1208	g20786
ECA1208	g7303
ECA1208	g16963
ECA1208	g1236
ECA1208	g8969
ECA1208	g15133
ECA1208	g16982
ECA1208	g16449
ECA1208	g16478
ECA1208	g16964
ECA1208	g17632
ECA1208	g20369
ECA1208	g9279
ECA1208	g3194
ECA1761	g18250
ECA1761	g18230
ECA1761	g19537
ECA1761	g974
ECA1761	g22999
ECA1761	g9519
ECA1761	g8205
ECA1761	g2638
ECA1761	g6389
ECA1761	g6357
ECA1761	g13532
ECA1761	g523
ECA1761	g17741
ECA1761	g19986
ECA1761	g12996
ECA1761	g11865
ECA1761	g17723
ECA1761	g22804
ECA1761	g18180
ECA1761	g8075
ECA1761	g12991
ECA1761	g18248
ECA1761	g18226
ECA1761	g2129
ECA1761	g6352
ECA1761	g17737
ECA1761	g5384
ECA1761	g17192
ECA1761	g6350
ECA1761	g6349
ECA1761	g18223
ECA1761	g13533
ECA1761	g8206
ECA1761	g1684
ECA1761	g12992
ECA1761	g4969
ECA1761	g18623
ECA1761	g18225
ECA1761	g17962
ECA1761	g2805
ECA1761	g8077
ECA1761	g18220
ECA1761	g548
ECA1761	g18228
ECA1761	g19974
ECA1761	g3434
ECA1761	g7485
ECA1761	g6353
ECA1761	g6358
ECA1761	g2806
ECA1761	g9235
ECA1761	g17739
ECA1761	g2283
ECA1761	g17716
ECA1761	g18221
ECA1761	g17740
ECA1761	g9706
ECA1761	g125
ECA1761	g10579
ECA1761	g18262
ECA1761	g18256
ECA1761	g18219
ECA1761	g6359
ECA1761	g6354
ECA1761	g18227
ECA1761	g18222
ECA1761	g9516
ECA1761	g10659
ECA1761	g9521
ECA1761	g6356
ECA1761	g169
ECA1761	g521
ECA1761	g17738
ECA1761	g15286
ECA1761	g17718
ECA1761	g6351
ECA1761	g6355
ECA1761	g8076
ECA1761	g9517
ECA1761	g17374
ECA1761	g17722
ECA1761	g8087
ECA1761	g74
ECA1761	g17736
ECA1761	g12990
ECA1761	g12989
ECA1761	g9546
ECA1761	g2673
ECA1761	g18229
ECA2367	g4559
ECA2367	g8166
ECA2367	g3696
ECA2367	g4136
ECA2367	g534
ECA2367	g5890
ECA2367	g6988
ECA2367	g999
ECA2367	g551
ECA2367	g2043
ECA2367	g16217
ECA2367	g554
ECA2367	g9095
ECA2367	g16249
ECA2367	g9096
ECA2367	g6987
ECA2367	g11182
ECA2367	g552
ECA2367	g12747
ECA2367	g958
ECA2367	g1007
ECA2367	g11187
ECA2367	g1025
ECA2367	g2548
ECA2367	g527
ECA2367	g16256
ECA2367	g16251
ECA2367	g553
ECA2367	g16258
ECA2367	g11186
ECA2367	g16259
ECA2367	g529
ECA2367	g188
ECA2367	g8377
ECA2367	g4137
ECA2367	g2988
ECA2367	g2039
ECA2367	g1877
ECA2367	g6361
ECA2367	g533
ECA2367	g1023
ECA2367	g773
ECA2367	g1396
ECA2367	g1004
ECA2367	g1008
ECA2367	g1001
ECA2367	g18320
ECA2367	g550
ECA2367	g1878
ECA2367	g7118
ECA2367	g18033
ECA2367	g16255
ECA2367	g15114
ECA2367	g18325
ECA2367	g864
ECA2367	g549
ECA2367	g16248
ECA2367	g6359
ECA2367	g2394
ECA2367	g18323
ECA2367	g18509
ECA2367	g19659
ECA2367	g18032
ECA2367	g7119
ECA2367	g16247
ECA2367	g16254
ECA2367	g14831
ECA2367	g8
ECA2367	g1005
ECA2367	g21177
ECA2367	g19579
ECA2367	g16250
ECA2367	g16252
ECA2367	g17209
ECA2367	g16257
ECA2367	g4112
ECA2367	g4460
ECA2367	g1006
ECA2367	g998
ECA2367	g16253
ECA2367	g18321
ECA2367	g1002
ECA2367	g1000
ECA2367	g7108
ECA2367	g4513
ECA2367	g11188
ECA2367	g8033
ECA2367	g18351
ECA2367	g2004
ECA3025	g6819
ECA3025	g16169
ECA3025	g3709
ECA3025	g17679
ECA3025	g4566
ECA3025	g19968
ECA3025	g6792
ECA3025	g3705
ECA3025	g13747
ECA3025	g18861
ECA3025	g4735
ECA3025	g1220
ECA3025	g2840
ECA3025	g3729
ECA3025	g1188
ECA3025	g5241
ECA3025	g15863
ECA3025	g5682
ECA3025	g9586
ECA3025	g3203
ECA3025	g3659
ECA3025	g1187
ECA3025	g3727
ECA3025	g3183
ECA3025	g1184
ECA3025	g14034
ECA3025	g1182
ECA3025	g1181
ECA3025	g3702
ECA3025	g3185
ECA3025	g3189
ECA3025	g18862
ECA3025	g3208
ECA3025	g19493
ECA3025	g14033
ECA3025	g16168
ECA3025	g3704
ECA3025	g3204
ECA3025	g215
ECA3025	g4567
ECA3025	g18733
ECA3025	g17469
ECA3025	g3699
ECA3025	g3707
ECA3025	g7194
ECA3025	g2598
ECA3025	g2320
ECA3025	g6817
ECA3025	g1185
ECA3025	g1189
ECA3025	g20408
ECA3025	g3706
ECA3025	g3209
ECA3025	g5081
ECA3025	g3700
ECA3025	g3206
ECA3025	g13567
ECA3025	g3207
ECA3025	g15100
ECA3025	g3734
ECA3025	g7154
ECA3025	g3698
ECA3025	g18732
ECA3025	g1190
ECA3025	g1186
ECA3025	g3701
ECA3025	g2655
ECA3025	g6385
ECA3025	g3190
ECA3025	g13750
ECA3025	g20397
ECA3025	g3435
ECA3025	g15019
ECA3025	g13745
ECA3025	g6818
ECA3025	g6791
ECA3025	g15862
ECA3025	g17813
ECA3025	g7233
ECA3025	g1183
ECA3025	g16164
ECA3025	g13749
ECA3025	g16170
ECA3025	g18743
ECA3025	g4094
ECA3025	g13719
ECA3025	g4700
ECA3025	g3708
ECA3025	g3205
ECA738	g10661
ECA738	g20616
ECA738	g20228
ECA738	g3907
ECA738	g3262
ECA738	g7073
ECA738	g2485
ECA738	g18873
ECA738	g21131
ECA738	g10634
ECA738	g7092
ECA738	g3258
ECA738	g4084
ECA738	g13291
ECA738	g11040
ECA738	g4086
ECA738	g1359
ECA738	g1396
ECA738	g1820
ECA738	g7093
ECA738	g13290
ECA738	g7074
ECA738	g9537
ECA738	g20617
ECA738	g1389
ECA738	g5038
ECA738	g1391
ECA738	g13421
ECA738	g1393
ECA738	g10178
ECA738	g3282
ECA738	g3213
ECA738	g3280
ECA738	g6064
ECA738	g7067
ECA738	g1395
ECA738	g4369
ECA738	g7090
ECA738	g1392
ECA738	g7094
ECA738	g3255
ECA738	g7069
ECA738	g1394
ECA738	g7860
ECA738	g7089
ECA738	g20942
ECA738	g14527
ECA738	g20615
ECA738	g3257
ECA738	g2484
ECA738	g3252
ECA738	g3260
ECA738	g7091
ECA738	g13422
ECA738	g21024
ECA738	g257
ECA738	g7087
ECA738	g10659
ECA738	g1390
ECA738	g4082
ECA738	g2356
ECA738	g2323
ECA738	g1982
ECA738	g3253
ECA738	g3287
ECA738	g10999
ECA738	g3251
ECA738	g20436
ECA738	g3259
ECA738	g3254
ECA738	g4368
ECA738	g22183
ECA738	g4057
ECA738	g8833
ECA738	g7088
ECA738	g4087
ECA738	g22463
ECA738	g10177
ECA738	g14606
ECA738	g10660
ECA738	g10633
ECA738	g11078
ECA738	g20611
ECA738	g2963
ECA738	g7095
ECA738	g22454
ECA738	g15595
ECA738	g13411
ECA738	g3261
JU2841	g16914
JU2841	g16941
JU2841	g20232
JU2841	g13840
JU2841	g7749
JU2841	g14686
JU2841	g13836
JU2841	g9227
JU2841	g6584
JU2841	g9229
JU2841	g17290
JU2841	g14850
JU2841	g3591
JU2841	g13339
JU2841	g9942
JU2841	g15355
JU2841	g16940
JU2841	g6583
JU2841	g15797
JU2841	g20231
JU2841	g735
JU2841	g3559
JU2841	g12966
JU2841	g13341
JU2841	g13317
JU2841	g13790
JU2841	g3553
JU2841	g13858
JU2841	g13860
JU2841	g3556
JU2841	g16913
JU2841	g13315
JU2841	g3555
JU2841	g3554
JU2841	g13338
JU2841	g3557
JU2841	g13342
JU2841	g13833
JU2841	g21543
JU2841	g5967
JU2841	g13572
JU2841	g20233
JU2841	g13835
JU2841	g13322
JU2841	g14687
JU2841	g13830
JU2841	g6703
JU2841	g13838
JU2841	g17333
JU2841	g6714
JU2841	g4967
JU2841	g4687
JU2841	g3560
JU2841	g9225
JU2841	g17245
JU2841	g15196
JU2841	g13831
JU2841	g13340
JU2841	g17248
JU2841	g10999
JU2841	g13829
JU2841	g3561
JU2841	g13837
JU2841	g13337
JU2841	g13832
JU2841	g16503
JU2841	g5497
JU2841	g9230
JU2841	g9933
JU2841	g19306
JU2841	g10919
JU2841	g3558
JU2841	g13343
JU2841	g9044
JU2841	g19311
JU2841	g19307
JU2841	g20237
JU2841	g13336
JU2841	g2797
JU2841	g7974
JU2841	g14818
JU2841	g13321
JU2841	g12792
JU2841	g14217
JU2841	g6713
JU2841	g19310
JU2841	g7618
JU2841	g9201
JU2841	g13839
LKC34	g3735
LKC34	g3708
LKC34	g758
LKC34	g13879
LKC34	g5432
LKC34	g14729
LKC34	g7727
LKC34	g13875
LKC34	g8751
LKC34	g19631
LKC34	g3360
LKC34	g14891
LKC34	g5399
LKC34	g3709
LKC34	g19630
LKC34	g15830
LKC34	g2257
LKC34	g5431
LKC34	g13014
LKC34	g13372
LKC34	g13348
LKC34	g10666
LKC34	g13829
LKC34	g5438
LKC34	g13897
LKC34	g13899
LKC34	g5435
LKC34	g3736
LKC34	g13346
LKC34	g5436
LKC34	g8475
LKC34	g5437
LKC34	g15390
LKC34	g13370
LKC34	g5434
LKC34	g13373
LKC34	g13872
LKC34	g21439
LKC34	g21455
LKC34	g13369
LKC34	g13608
LKC34	g12743
LKC34	g13874
LKC34	g6404
LKC34	g13353
LKC34	g14730
LKC34	g13869
LKC34	g19009
LKC34	g13877
LKC34	g3317
LKC34	g19008
LKC34	g8476
LKC34	g20173
LKC34	g20454
LKC34	g13367
LKC34	g552
LKC34	g5430
LKC34	g8753
LKC34	g15235
LKC34	g13870
LKC34	g13371
LKC34	g3400
LKC34	g1406
LKC34	g13868
LKC34	g5433
LKC34	g3403
LKC34	g5429
LKC34	g13876
LKC34	g13871
LKC34	g4149
LKC34	g8748
LKC34	g7061
LKC34	g10667
LKC34	g1325
LKC34	g13374
LKC34	g12744
LKC34	g12739
LKC34	g8749
LKC34	g12745
LKC34	g14859
LKC34	g13352
LKC34	g13368
LKC34	g12837
LKC34	g14257
LKC34	g18106
LKC34	g19018
LKC34	g8777
LKC34	g8927
LKC34	g13878
QG4018	g543
QG4018	g10771
QG4018	g15245
QG4018	g4104
QG4018	g4958
QG4018	g1576
QG4018	g4100
QG4018	g4093
QG4018	g9516
QG4018	g19664
QG4018	g9518
QG4018	g189
QG4018	g5147
QG4018	g7424
QG4018	g570
QG4018	g7387
QG4018	g3639
QG4018	g5650
QG4018	g544
QG4018	g19663
QG4018	g6090
QG4018	g7395
QG4018	g13479
QG4018	g7392
QG4018	g3288
QG4018	g3641
QG4018	g3616
QG4018	g12848
QG4018	g4049
QG4018	g4122
QG4018	g4124
QG4018	g7390
QG4018	g571
QG4018	g3614
QG4018	g7393
QG4018	g7388
QG4018	g3638
QG4018	g7391
QG4018	g3642
QG4018	g4097
QG4018	g4096
QG4018	g7389
QG4018	g17182
QG4018	g3880
QG4018	g10772
QG4018	g4099
QG4018	g4094
QG4018	g3621
QG4018	g4959
QG4018	g4091
QG4018	g19784
QG4018	g4102
QG4018	g146
QG4018	g19795
QG4018	g1612
QG4018	g8535
QG4018	g3635
QG4018	g7394
QG4018	g9514
QG4018	g234
QG4018	g5491
QG4018	g3640
QG4018	g9331
QG4018	g231
QG4018	g4092
QG4018	g19034
QG4018	g4090
QG4018	g19794
QG4018	g4101
QG4018	g9489
QG4018	g983
QG4018	g17647
QG4018	g9519
QG4018	g14751
QG4018	g12847
QG4018	g18957
QG4018	g3643
QG4018	g3637
QG4018	g9793
QG4018	g10776
QG4018	g10770
QG4018	g15457
QG4018	g5113
QG4018	g3620
QG4018	g3636
QG4018	g3109
QG4018	g4485
QG4018	g20702
QG4018	g4103
QX1794	g12028
QX1794	g3100
QX1794	g21106
QX1794	g5769
QX1794	g1132
QX1794	g7794
QX1794	g12000
QX1794	g7774
QX1794	g5765
QX1794	g11543
QX1794	g19680
QX1794	g12410
QX1794	g17557
QX1794	g7396
QX1794	g7776
QX1794	g11366
QX1794	g5789
QX1794	g7433
QX1794	g17336
QX1794	g10046
QX1794	g7773
QX1794	g7793
QX1794	g17720
QX1794	g7779
QX1794	g5297
QX1794	g3101
QX1794	g7426
QX1794	g19306
QX1794	g16652
QX1794	g7428
QX1794	g17721
QX1794	g7430
QX1794	g21980
QX1794	g11545
QX1794	g5719
QX1794	g5787
QX1794	g8149
QX1794	g11546
QX1794	g7800
QX1794	g7432
QX1794	g7777
QX1794	g7429
QX1794	g7772
QX1794	g5762
QX1794	g7798
QX1794	g17984
QX1794	g19681
QX1794	g4956
QX1794	g7431
QX1794	g7778
QX1794	g7539
QX1794	g3099
QX1794	g5764
QX1794	g4955
QX1794	g5759
QX1794	g5767
QX1794	g7775
QX1794	g20653
QX1794	g10802
QX1794	g6299
QX1794	g15072
QX1794	g7427
QX1794	g11541
QX1794	g20884
QX1794	g5760
QX1794	g5795
QX1794	g3894
QX1794	g12366
QX1794	g5758
QX1794	g5766
QX1794	g5761
QX1794	g14681
QX1794	g11518
QX1794	g17327
QX1794	g21979
QX1794	g22509
QX1794	g3975
QX1794	g3095
QX1794	g12027
QX1794	g11999
QX1794	g12450
QX1794	g12026
QX1794	g5900
QX1794	g20654
QX1794	g7771
QX1794	g3222
QX1794	g20663
QX1794	g17592
QX1794	g5768
ECA1287	g21417
ECA1287	g21418
ECA1287	g12172
ECA1287	g21445
ECA1287	g13268
ECA1287	g21909
ECA1287	g21421
ECA1287	g736
ECA1287	g21416
ECA1287	g21419
ECA1287	g20403
ECA1287	g7382
ECA1287	g7344
ECA1287	g14183
ECA1287	g21675
ECA1287	g12173
ECA1287	g5406
ECA1287	g735
ECA1287	g14416
ECA1287	g16496
ECA1287	g21908
ECA1287	g708
ECA1287	g21437
ECA1287	g733
ECA1287	g2197
ECA1287	g2118
ECA1287	g4131
ECA1287	g21438
ECA1287	g22270
ECA1287	g21929
ECA1287	g12040
ECA1287	g20438
ECA1287	g7348
ECA1287	g7343
ECA1287	g5407
ECA1287	g21927
ECA1287	g21056
ECA1287	g1010
ECA1287	g2535
ECA1287	g2536
ECA1287	g21447
ECA1287	g7346
ECA1287	g4627
ECA1287	g12794
ECA1287	g2568
ECA1287	g21444
ECA1287	g5613
ECA1287	g6382
ECA1287	g12039
ECA1287	g8469
ECA1287	g3687
ECA1287	g7350
ECA1287	g8745
ECA1287	g21443
ECA1287	g21906
ECA1287	g20044
ECA1287	g549
ECA1287	g21436
ECA1287	g1011
ECA1287	g21446
ECA1287	g14335
ECA1287	g7351
ECA1287	g21486
ECA1287	g22450
ECA1287	g2982
ECA1287	g21440
ECA1287	g21922
ECA1287	g739
ECA1287	g14174
ECA1287	g18303
ECA1287	g21904
ECA1287	g20583
ECA1287	g2157
ECA1287	g7347
ECA1287	g7345
ECA1287	g21907
ECA1287	g20582
ECA1287	g4623
ECA1287	g738
ECA1287	g18302
ECA1287	g21441
ECA1287	g21923
ECA1287	g4628
ECA1287	g7349
ECA1287	g21905
ECA1287	g11146
ECA1287	g4629
ECA1287	g12050
ECA1825	g1050
ECA1825	g14200
ECA1825	g3748
ECA1825	g22851
ECA1825	g11132
ECA1825	g13018
ECA1825	g2076
ECA1825	g6783
ECA1825	g1070
ECA1825	g21082
ECA1825	g22095
ECA1825	g6751
ECA1825	g560
ECA1825	g20185
ECA1825	g15868
ECA1825	g4542
ECA1825	g542
ECA1825	g14405
ECA1825	g1000
ECA1825	g13149
ECA1825	g20190
ECA1825	g6750
ECA1825	g1913
ECA1825	g1068
ECA1825	g1046
ECA1825	g2581
ECA1825	g4631
ECA1825	g6747
ECA1825	g4195
ECA1825	g11417
ECA1825	g20191
ECA1825	g6745
ECA1825	g6744
ECA1825	g1043
ECA1825	g13017
ECA1825	g4578
ECA1825	g22096
ECA1825	g5779
ECA1825	g20189
ECA1825	g4167
ECA1825	g12392
ECA1825	g195
ECA1825	g782
ECA1825	g1437
ECA1825	g1045
ECA1825	g4196
ECA1825	g13147
ECA1825	g1040
ECA1825	g1048
ECA1825	g7878
ECA1825	g6748
ECA1825	g1912
ECA1825	g6752
ECA1825	g558
ECA1825	g2423
ECA1825	g535
ECA1825	g1041
ECA1825	g559
ECA1825	g10946
ECA1825	g1082
ECA1825	g1076
ECA1825	g10347
ECA1825	g1039
ECA1825	g6753
ECA1825	g6749
ECA1825	g1047
ECA1825	g8159
ECA1825	g1042
ECA1825	g3037
ECA1825	g6
ECA1825	g11135
ECA1825	g21091
ECA1825	g10268
ECA1825	g11130
ECA1825	g537
ECA1825	g557
ECA1825	g14064
ECA1825	g6746
ECA1825	g13148
ECA1825	g11134
ECA1825	g11416
ECA1825	g541
ECA1825	g13137
ECA1825	g555
ECA1825	g556
ECA1825	g11105
ECA1825	g2041
ECA1825	g1049
ECA2187	g15992
ECA2187	g2631
ECA2187	g3079
ECA2187	g12081
ECA2187	g12082
ECA2187	g18257
ECA2187	g739
ECA2187	g17165
ECA2187	g12089
ECA2187	g12086
ECA2187	g19519
ECA2187	g7635
ECA2187	g17166
ECA2187	g11825
ECA2187	g7603
ECA2187	g12084
ECA2187	g9747
ECA2187	g12641
ECA2187	g5394
ECA2187	g15783
ECA2187	g17034
ECA2187	g9742
ECA2187	g19679
ECA2187	g19013
ECA2187	g12638
ECA2187	g3517
ECA2187	g7594
ECA2187	g7601
ECA2187	g7599
ECA2187	g9741
ECA2187	g6630
ECA2187	g7592
ECA2187	g7591
ECA2187	g11824
ECA2187	g9743
ECA2187	g12354
ECA2187	g17789
ECA2187	g12091
ECA2187	g20151
ECA2187	g12619
ECA2187	g17036
ECA2187	g3422
ECA2187	g21493
ECA2187	g7595
ECA2187	g20594
ECA2187	g8735
ECA2187	g12092
ECA2187	g19680
ECA2187	g1920
ECA2187	g7604
ECA2187	g1021
ECA2187	g19171
ECA2187	g555
ECA2187	g12093
ECA2187	g12098
ECA2187	g20780
ECA2187	g13307
ECA2187	g7605
ECA2187	g7596
ECA2187	g21483
ECA2187	g12083
ECA2187	g12090
ECA2187	g12623
ECA2187	g9014
ECA2187	g12140
ECA2187	g12637
ECA2187	g3080
ECA2187	g742
ECA2187	g13388
ECA2187	g737
ECA2187	g7598
ECA2187	g7600
ECA2187	g7602
ECA2187	g12621
ECA2187	g7593
ECA2187	g12088
ECA2187	g16124
ECA2187	g12085
ECA2187	g7597
ECA2187	g17035
ECA2187	g741
ECA2187	g12622
ECA2187	g17046
ECA2187	g3466
ECA2187	g12620
ECA2187	g12624
ECA2187	g712
ECA2187	g19553
ECA2529	g5088
ECA2529	g5115
ECA2529	g2038
ECA2529	g22347
ECA2529	g2018
ECA2529	g15231
ECA2529	g11587
ECA2529	g2873
ECA2529	g19320
ECA2529	g1541
ECA2529	g2014
ECA2529	g712
ECA2529	g14070
ECA2529	g1518
ECA2529	g5463
ECA2529	g3034
ECA2529	g9535
ECA2529	g11136
ECA2529	g1516
ECA2529	g3538
ECA2529	g5114
ECA2529	g1542
ECA2529	g5419
ECA2529	g14199
ECA2529	g1536
ECA2529	g3972
ECA2529	g22346
ECA2529	g11139
ECA2529	g17634
ECA2529	g8154
ECA2529	g11142
ECA2529	g19485
ECA2529	g1968
ECA2529	g2036
ECA2529	g1168
ECA2529	g5087
ECA2529	g11138
ECA2529	g11137
ECA2529	g1539
ECA2529	g11140
ECA2529	g1543
ECA2529	g2011
ECA2529	g14069
ECA2529	g13451
ECA2529	g1537
ECA2529	g1775
ECA2529	g22348
ECA2529	g2013
ECA2529	g2874
ECA2529	g2008
ECA2529	g14190
ECA2529	g2016
ECA2529	g5506
ECA2529	g1540
ECA2529	g14200
ECA2529	g8434
ECA2529	g15454
ECA2529	g11141
ECA2529	g11143
ECA2529	g710
ECA2529	g3379
ECA2529	g2009
ECA2529	g5422
ECA2529	g2044
ECA2529	g11710
ECA2529	g2007
ECA2529	g11144
ECA2529	g2015
ECA2529	g2010
ECA2529	g988
ECA2529	g4675
ECA2529	g12978
ECA2529	g11588
ECA2529	g1523
ECA2529	g715
ECA2529	g6258
ECA2529	g19486
ECA2529	g11789
