strain	gene
JU310	g22401
JU310	g4035
JU310	g10226
JU310	g18673
JU310	g1680
JU310	g18713
JU310	g12355
JU310	g19775
JU310	g3845
JU310	g11419
JU310	g16487
JU310	g11355
JU310	g11931
JU310	g18499
JU310	g9649
JU310	g10343
JU310	g176
JU310	g9206
JU310	g1783
JU310	g10953
JU310	g10700
JU310	g19987
JU310	g5873
JU310	g4536
JU310	g3840
JU310	g18501
JU310	g9309
JU310	g6219
JU310	g11938
JU310	g18300
JU310	g18344
JU310	g18008
JU310	g18313
JU310	g18346
JU310	g1778
JU310	g19513
JU310	g18007
JU310	g9265
JU310	g13134
JU310	g19996
JU310	g4867
JU310	g11356
JU310	g19760
JU310	g7510
JU310	g11352
JU310	g3843
JU310	g1676
JU310	g10690
JU310	g18490
JU310	g9294
JU310	g8306
JU310	g11596
JU310	g6177
JU310	g1892
JU310	g18493
JU310	g10556
JU310	g10183
JU310	g11232
JU310	g18712
JU310	g15983
JU310	g20688
JU310	g4114
JU310	g10553
JU310	g9268
JU310	g18639
JU310	g3680
JU310	g18638
JU310	g11233
JU310	g10565
JU310	g12356
JU310	g1679
JU310	g14782
JU310	g16398
JU310	g10563
JU310	g10233
JU310	g1681
JU310	g19924
JU310	g16419
JU310	g21878
JU310	g16399
JU310	g1168
JU310	g21865
JU310	g1889
JU310	g19754
JU310	g7461
JU310	g20226
JU310	g10557
JU310	g10561
JU310	g18458
JU310	g9302
JU310	g12353
JU310	g12358
JU310	g3635
JU310	g1692
JU310	g1662
JU310	g1682
JU310	g8748
JU310	g10562
JU310	g12241
JU310	g17431
JU310	g8745
JU310	g13285
JU310	g9339
JU310	g4057
JU310	g155
JU310	g469
JU310	g1913
JU310	g4539
JU310	g4814
JU310	g19768
JU310	g8085
JU310	g11353
JU310	g16939
JU310	g12841
JU310	g9734
JU310	g18371
JU310	g19774
JU310	g9301
JU310	g19759
JU310	g19979
JU310	g12352
JU310	g21874
JU310	g16486
JU310	g6391
JU310	g11418
JU310	g4127
JU310	g18711
JU310	g12037
JU310	g19995
JU310	g19992
JU310	g105
JU310	g7830
JU310	g13028
JU310	g3841
JU310	g17428
JU310	g9300
JU310	g16418
JU310	g18299
JU310	g1677
JU310	g22210
JU310	g19554
JU310	g9168
JU310	g11354
JU310	g9276
JU310	g4716
JU310	g1691
JU310	g3846
JU310	g18003
JU310	g16973
JU310	g11934
JU310	g4462
JU310	g3472
JU310	g20228
JU310	g9307
JU310	g18005
JU310	g18708
JU310	g14034
JU310	g3195
JU310	g11932
JU310	g10701
JU310	g12330
JU310	g20335
JU310	g20223
JU310	g8749
JU310	g7460
JU310	g262
JU310	g14711
JU310	g4056
JU310	g12278
JU310	g18091
JU310	g10555
JU310	g16621
JU310	g10332
JU310	g3860
JU310	g8992
JU310	g18414
JU310	g20183
JU310	g19982
JU310	g9306
JU310	g9299
JU310	g9173
JU310	g20685
JU310	g19761
JU310	g15391
JU310	g9277
JU310	g16484
JU310	g3838
JU310	g18358
JU310	g9305
JU310	g4032
JU310	g18460
JU310	g9275
JU310	g9369
JU310	g12242
JU310	g20687
JU310	g19763
JU310	g18312
JU310	g4894
JU310	g17348
JU310	g18250
JU310	g15392
JU310	g8672
JU310	g9298
JU310	g10659
JU310	g13379
JU310	g12039
JU310	g12247
JU310	g14685
JU310	g8478
JU310	g19986
JU310	g1779
JU310	g18826
JU310	g16485
JU310	g175
JU310	g8479
JU310	g19993
JU310	g4126
JU310	g14417
JU310	g3844
JU310	g20220
JU310	g17828
JU310	g15034
JU310	g19776
JU310	g10954
JU310	g9296
JU310	g3976
JU310	g10691
JU310	g6124
JU310	g10564
JU310	g8086
JU310	g13696
JU310	g9303
JU310	g10333
JU310	g9347
JU310	g22834
JU310	g1558
JU310	g19770
JU310	g10349
JU310	g4036
JU310	g7595
JU310	g20329
JU310	g4540
JU310	g18417
JU310	g9349
JU310	g16787
JU310	g18006
JU310	g12036
JU310	g10558
JU310	g11928
JU310	g19758
JU310	g19984
JU310	g18318
JU310	g8477
JU310	g10560
JU310	g14006
JU310	g19769
JU310	g7596
JU310	g4095
JU310	g17347
JU310	g18457
JU310	g3679
JU310	g7459
JU310	g12357
JU310	g8476
JU310	g20222
JU310	g17429
JU310	g4708
JU310	g104
JU310	g9304
JU310	g19771
JU310	g9274
JU310	g9368
JU310	g13142
JU310	g9100
JU310	g16972
JU310	g13144
JU310	g12174
JU310	g19762
JU310	g10289
JU310	g3847
JU310	g22812
JU310	g9308
JU310	g1433
JU310	g5163
JU310	g16887
JU310	g5711
JU310	g8744
JU310	g3859
JU310	g4625
JU310	g8807
JU310	g16471
JU310	g10657
JU310	g18416
JU310	g10554
JU310	g20268
JU310	g20224
JU310	g19772
JU310	g18002
JU310	g21855
JU310	g20734
JU310	g12967
JU310	g19764
JU310	g10160
JU310	g19991
JU310	g19994
JU310	g20686
JU310	g8475
JU310	g18500
JU310	g18463
JU310	g936
JU310	g3842
JU310	g17661
JU310	g10096
JU310	g17988
JU310	g6183
JU310	g12354
MY2212	g12693
MY2212	g14948
MY2212	g134
MY2212	g10181
MY2212	g10154
MY2212	g15837
MY2212	g16803
MY2212	g12914
MY2212	g14942
MY2212	g16053
MY2212	g15394
MY2212	g11188
MY2212	g5849
MY2212	g15602
MY2212	g7460
MY2212	g15643
MY2212	g12698
MY2212	g5926
MY2212	g12697
MY2212	g5900
MY2212	g10510
MY2212	g441
MY2212	g1027
MY2212	g16386
MY2212	g11625
MY2212	g16394
MY2212	g3060
MY2212	g510
MY2212	g513
MY2212	g16808
MY2212	g7562
MY2212	g10441
MY2212	g11240
MY2212	g16042
MY2212	g12916
MY2212	g14718
MY2212	g3536
MY2212	g2858
MY2212	g10195
MY2212	g14370
MY2212	g1033
MY2212	g3039
MY2212	g15239
MY2212	g15283
MY2212	g14947
MY2212	g15252
MY2212	g3624
MY2212	g22328
MY2212	g14946
MY2212	g10149
MY2212	g515
MY2212	g12922
MY2212	g3879
MY2212	g13151
MY2212	g12679
MY2212	g8391
MY2212	g15417
MY2212	g438
MY2212	g16698
MY2212	g2861
MY2212	g2878
MY2212	g7456
MY2212	g16052
MY2212	g10180
MY2212	g16041
MY2212	g9184
MY2212	g14412
MY2212	g7671
MY2212	g16584
MY2212	g16560
MY2212	g317
MY2212	g15642
MY2212	g13247
MY2212	g4390
MY2212	g2582
MY2212	g15400
MY2212	g3123
MY2212	g16187
MY2212	g3121
MY2212	g15567
MY2212	g2567
MY2212	g15566
MY2212	g16809
MY2212	g318
MY2212	g4693
MY2212	g16176
MY2212	g7459
MY2212	g3452
MY2212	g10421
MY2212	g16178
MY2212	g16509
MY2212	g16700
MY2212	g7461
MY2212	g9692
MY2212	g12848
MY2212	g10442
MY2212	g12131
MY2212	g16393
MY2212	g10422
MY2212	g7556
MY2212	g6944
MY2212	g13153
MY2212	g12678
MY2212	g7668
MY2212	g12673
MY2212	g16180
MY2212	g10188
MY2212	g5848
MY2212	g7472
MY2212	g7442
MY2212	g7462
MY2212	g16179
MY2212	g3540
MY2212	g10091
MY2212	g13254
MY2212	g16183
MY2212	g17572
MY2212	g9630
MY2212	g18823
MY2212	g442
MY2212	g10226
MY2212	g3061
MY2212	g6247
MY2212	g7691
MY2212	g15238
MY2212	g3825
MY2212	g13150
MY2212	g12686
MY2212	g12687
MY2212	g8965
MY2212	g12216
MY2212	g18375
MY2212	g11707
MY2212	g15309
MY2212	g10187
MY2212	g17487
MY2212	g8343
MY2212	g20742
MY2212	g16702
MY2212	g10234
MY2212	g10509
MY2212	g2859
MY2212	g14198
MY2212	g15641
MY2212	g17034
MY2212	g3133
MY2212	g12921
MY2212	g8710
MY2212	g439
MY2212	g18566
MY2212	g17569
MY2212	g10186
MY2212	g7457
MY2212	g20671
MY2212	g22369
MY2212	g10051
MY2212	g16407
MY2212	g13194
MY2212	g10162
MY2212	g16516
MY2212	g15421
MY2212	g3726
MY2212	g7471
MY2212	g3036
MY2212	g508
MY2212	g2864
MY2212	g8478
MY2212	g3134
MY2212	g12250
MY2212	g1030
MY2212	g2357
MY2212	g14944
MY2212	g15638
MY2212	g19847
MY2212	g2088
MY2212	g16699
MY2212	g514
MY2212	g509
MY2212	g16697
MY2212	g16724
MY2212	g16182
MY2212	g16843
MY2212	g9634
MY2212	g8342
MY2212	g15030
MY2212	g16185
MY2212	g14766
MY2212	g10648
MY2212	g9633
MY2212	g9872
MY2212	g15350
MY2212	g13114
MY2212	g12911
MY2212	g10192
MY2212	g10185
MY2212	g2579
MY2212	g12680
MY2212	g21358
MY2212	g5925
MY2212	g10163
MY2212	g10507
MY2212	g15296
MY2212	g10191
MY2212	g13155
MY2212	g10161
MY2212	g10258
MY2212	g2581
MY2212	g12682
MY2212	g15395
MY2212	g15428
MY2212	g15251
MY2212	g20388
MY2212	g3906
MY2212	g17488
MY2212	g16701
MY2212	g15190
MY2212	g21359
MY2212	g9555
MY2212	g10184
MY2212	g18918
MY2212	g17032
MY2212	g16773
MY2212	g20645
MY2212	g9356
MY2212	g12915
MY2212	g7558
MY2212	g10508
MY2212	g9357
MY2212	g2877
MY2212	g2862
MY2212	g15237
MY2212	g21002
MY2212	g12699
MY2212	g696
MY2212	g10056
MY2212	g15781
MY2212	g10182
MY2212	g2984
MY2212	g16051
MY2212	g14465
MY2212	g16177
MY2212	g8966
MY2212	g10189
MY2212	g2523
MY2212	g7334
MY2212	g8477
MY2212	g15424
MY2212	g3541
MY2212	g2650
MY2212	g15353
MY2212	g16184
MY2212	g10236
MY2212	g14945
MY2212	g12692
MY2212	g3097
MY2212	g17035
MY2212	g18669
MY2212	g12677
MY2212	g12913
MY2212	g15257
MY2212	g9355
MY2212	g16181
MY2212	g19551
MY2212	g12691
MY2212	g12908
MY2212	g15427
MY2212	g10506
MY2212	g12690
MY2212	g2566
MY2212	g8341
MY2212	g16696
MY2212	g2863
MY2212	g440
MY2212	g3040
MY2212	g9354
MY2212	g15285
MY2212	g17570
MY2212	g2856
MY2212	g3718
MY2212	g10190
MY2212	g12694
MY2212	g10160
MY2212	g10257
MY2212	g18678
MY2212	g9982
MY2212	g18680
MY2212	g12681
MY2212	g6021
MY2212	g15782
MY2212	g10194
MY2212	g16404
MY2212	g7208
MY2212	g11344
MY2212	g9629
MY2212	g1024
MY2212	g10494
MY2212	g5232
MY2212	g16084
MY2212	g524
MY2212	g16086
MY2212	g15352
MY2212	g16186
MY2212	g12695
MY2212	g10193
MY2212	g523
MY2212	g14941
MY2212	g5706
MY2212	g16406
MY2212	g2628
MY2212	g1028
MY2212	g12249
MY2212	g18501
MY2212	g12683
MY2212	g12920
MY2212	g2580
MY2212	g9353
MY2212	g16453
MY2212	g6710
MY2212	g2860
MY2212	g17802
MY2212	g16891
MY2212	g16650
MY2212	g14930
MY2212	g14406
MY2212	g2865
TWN2530	g6389
TWN2530	g22421
TWN2530	g17910
TWN2530	g5900
TWN2530	g15571
TWN2530	g17977
TWN2530	g9456
TWN2530	g637
TWN2530	g14546
TWN2530	g2242
TWN2530	g5724
TWN2530	g638
TWN2530	g17918
TWN2530	g5684
TWN2530	g9670
TWN2530	g2165
TWN2530	g22156
TWN2530	g2192
TWN2530	g5378
TWN2530	g4794
TWN2530	g5897
TWN2530	g6083
TWN2530	g13414
TWN2530	g14424
TWN2530	g12508
TWN2530	g533
TWN2530	g9454
TWN2530	g6619
TWN2530	g17913
TWN2530	g22161
TWN2530	g5895
TWN2530	g14209
TWN2530	g9221
TWN2530	g6970
TWN2530	g4788
TWN2530	g21925
TWN2530	g14213
TWN2530	g6095
TWN2530	g21410
TWN2530	g6049
TWN2530	g6390
TWN2530	g6081
TWN2530	g6047
TWN2530	g20471
TWN2530	g10671
TWN2530	g9445
TWN2530	g21072
TWN2530	g9685
TWN2530	g16107
TWN2530	g21827
TWN2530	g5381
TWN2530	g22158
TWN2530	g21825
TWN2530	g21547
TWN2530	g22141
TWN2530	g642
TWN2530	g14094
TWN2530	g13856
TWN2530	g5906
TWN2530	g14215
TWN2530	g16897
TWN2530	g6927
TWN2530	g421
TWN2530	g3395
TWN2530	g18972
TWN2530	g14095
TWN2530	g21230
TWN2530	g14590
TWN2530	g5507
TWN2530	g5685
TWN2530	g14205
TWN2530	g3694
TWN2530	g8861
TWN2530	g5759
TWN2530	g6082
TWN2530	g17908
TWN2530	g8846
TWN2530	g5760
TWN2530	g8801
TWN2530	g14204
TWN2530	g12619
TWN2530	g639
TWN2530	g14812
TWN2530	g14206
TWN2530	g14539
TWN2530	g17401
TWN2530	g9519
TWN2530	g14833
TWN2530	g21408
TWN2530	g9218
TWN2530	g5305
TWN2530	g21405
TWN2530	g14813
TWN2530	g1148
TWN2530	g424
TWN2530	g9112
TWN2530	g9691
TWN2530	g16058
TWN2530	g9215
TWN2530	g14208
TWN2530	g5938
TWN2530	g12616
TWN2530	g17768
TWN2530	g12621
TWN2530	g2243
TWN2530	g626
TWN2530	g21122
TWN2530	g655
TWN2530	g636
TWN2530	g17343
TWN2530	g14207
TWN2530	g5936
TWN2530	g14211
TWN2530	g12507
TWN2530	g11766
TWN2530	g17340
TWN2530	g10521
TWN2530	g17810
TWN2530	g5377
TWN2530	g21903
TWN2530	g17916
TWN2530	g13910
TWN2530	g1859
TWN2530	g401
TWN2530	g17976
TWN2530	g17906
TWN2530	g14093
TWN2530	g17887
TWN2530	g9677
TWN2530	g16677
TWN2530	g16193
TWN2530	g12810
TWN2530	g10964
TWN2530	g14901
TWN2530	g13498
TWN2530	g5903
TWN2530	g6022
TWN2530	g9671
TWN2530	g20691
TWN2530	g17764
TWN2530	g11851
TWN2530	g6395
TWN2530	g21223
TWN2530	g9462
TWN2530	g12615
TWN2530	g14214
TWN2530	g21407
TWN2530	g22160
TWN2530	g7142
TWN2530	g17953
TWN2530	g5686
TWN2530	g12297
TWN2530	g9446
TWN2530	g9449
TWN2530	g16424
TWN2530	g5380
TWN2530	g14436
TWN2530	g10775
TWN2530	g9213
TWN2530	g11769
TWN2530	g641
TWN2530	g14212
TWN2530	g17951
TWN2530	g14210
TWN2530	g20511
TWN2530	g21310
TWN2530	g17911
TWN2530	g9686
TWN2530	g15662
TWN2530	g17889
TWN2530	g627
TWN2530	g21928
TWN2530	g5312
TWN2530	g22155
TWN2530	g12843
TWN2530	g4791
TWN2530	g8634
TWN2530	g6393
TWN2530	g5689
TWN2530	g8360
TWN2530	g5311
TWN2530	g5306
TWN2530	g12593
TWN2530	g17344
TWN2530	g16057
TWN2530	g18499
TWN2530	g21904
TWN2530	g12544
TWN2530	g6306
TWN2530	g17588
TWN2530	g5982
TWN2530	g9256
TWN2530	g9459
TWN2530	g14112
TWN2530	g14900
TWN2530	g17874
TWN2530	g8858
TWN2530	g9684
TWN2530	g2166
TWN2530	g14899
TWN2530	g6035
TWN2530	g17917
TWN2530	g19043
TWN2530	g8860
TWN2530	g9682
TWN2530	g21826
TWN2530	g14084
TWN2530	g21045
TWN2530	g11850
TWN2530	g6144
TWN2530	g18500
TWN2530	g5506
TWN2530	g17266
TWN2530	g10427
TWN2530	g12299
TWN2530	g12513
TWN2530	g19069
TWN2530	g17921
TWN2530	g17880
TWN2530	g17068
TWN2530	g9455
TWN2530	g537
TWN2530	g12723
TWN2530	g17069
TWN2530	g14832
TWN2530	g22142
TWN2530	g9448
TWN2530	g19332
TWN2530	g22157
TWN2530	g6097
TWN2530	g6571
TWN2530	g18143
TWN2530	g9669
TWN2530	g5121
TWN2530	g13855
TWN2530	g6874
TWN2530	g17919
TWN2530	g16678
TWN2530	g14435
TWN2530	g21990
TWN2530	g758
TWN2530	g9675
TWN2530	g14083
TWN2530	g16192
TWN2530	g5307
TWN2530	g5310
TWN2530	g8929
TWN2530	g5979
TWN2530	g12618
TWN2530	g6392
TWN2530	g12296
TWN2530	g9687
TWN2530	g9457
TWN2530	g6076
TWN2530	g17067
TWN2530	g9804
TWN2530	g21222
TWN2530	g9676
TWN2530	g21406
TWN2530	g15762
TWN2530	g14898
TWN2530	g5939
TWN2530	g8845
TWN2530	g16056
TWN2530	g5379
TWN2530	g14417
TWN2530	g12620
TWN2530	g21924
TWN2530	g17907
TWN2530	g17066
TWN2530	g9219
TWN2530	g11768
TWN2530	g22163
TWN2530	g9674
TWN2530	g17886
TWN2530	g6096
TWN2530	g17912
TWN2530	g10664
TWN2530	g17698
TWN2530	g12842
TWN2530	g10662
TWN2530	g12435
TWN2530	g9683
TWN2530	g14479
TWN2530	g2074
TWN2530	g17920
TWN2530	g887
TWN2530	g2858
TWN2530	g17339
TWN2530	g4797
TWN2530	g14886
TWN2530	g5296
TWN2530	g5980
TWN2530	g17909
TWN2530	g9217
TWN2530	g9673
TWN2530	g5297
TWN2530	g6396
TWN2530	g2384
TWN2530	g17915
TWN2530	g8907
TWN2530	g9118
TWN2530	g4793
TWN2530	g10839
TWN2530	g9681
TWN2530	g17914
TWN2530	g14613
TWN2530	g9450
TWN2530	g9447
TWN2530	g8859
TWN2530	g17065
TWN2530	g5896
TWN2530	g6391
TWN2530	g5933
TWN2530	g1391
TWN2530	g21864
TWN2530	g14111
TWN2530	g22159
TWN2530	g11535
TWN2530	g14675
TWN2530	g6410
TWN2530	g17888
TWN2530	g6934
TWN2530	g22154
TWN2530	g12617
CB4856	g19724
CB4856	g5402
CB4856	g6111
CB4856	g17942
CB4856	g5569
CB4856	g2320
CB4856	g19756
CB4856	g7748
CB4856	g10332
CB4856	g22149
CB4856	g20911
CB4856	g6698
CB4856	g178
CB4856	g20100
CB4856	g10545
CB4856	g10553
CB4856	g15839
CB4856	g7737
CB4856	g2211
CB4856	g20031
CB4856	g18089
CB4856	g8879
CB4856	g16681
CB4856	g6717
CB4856	g19758
CB4856	g19713
CB4856	g19716
CB4856	g19779
CB4856	g8258
CB4856	g22275
CB4856	g3687
CB4856	g3804
CB4856	g2162
CB4856	g10560
CB4856	g21473
CB4856	g1057
CB4856	g9730
CB4856	g1010
CB4856	g7033
CB4856	g833
CB4856	g19728
CB4856	g8873
CB4856	g545
CB4856	g3909
CB4856	g534
CB4856	g13842
CB4856	g3579
CB4856	g19721
CB4856	g7267
CB4856	g3716
CB4856	g11535
CB4856	g10324
CB4856	g19235
CB4856	g8442
CB4856	g20032
CB4856	g3706
CB4856	g4620
CB4856	g8160
CB4856	g8171
CB4856	g21462
CB4856	g20028
CB4856	g6586
CB4856	g6894
CB4856	g7022
CB4856	g3685
CB4856	g137
CB4856	g360
CB4856	g9208
CB4856	g6462
CB4856	g3912
CB4856	g7739
CB4856	g6908
CB4856	g9386
CB4856	g1810
CB4856	g7562
CB4856	g19910
CB4856	g10556
CB4856	g3583
CB4856	g14350
CB4856	g19726
CB4856	g6901
CB4856	g15897
CB4856	g10561
CB4856	g15882
CB4856	g19911
CB4856	g138
CB4856	g10549
CB4856	g7846
CB4856	g18161
CB4856	g8446
CB4856	g5907
CB4856	g18140
CB4856	g17029
CB4856	g2161
CB4856	g18160
CB4856	g3197
CB4856	g21263
CB4856	g21283
CB4856	g432
CB4856	g9998
CB4856	g835
CB4856	g4575
CB4856	g10546
CB4856	g848
CB4856	g22150
CB4856	g7266
CB4856	g5849
CB4856	g142
CB4856	g20620
CB4856	g19717
CB4856	g20098
CB4856	g5846
CB4856	g11386
CB4856	g3704
CB4856	g19723
CB4856	g19719
CB4856	g8876
CB4856	g2523
CB4856	g18077
CB4856	g3932
CB4856	g7736
CB4856	g546
CB4856	g7462
CB4856	g5185
CB4856	g20029
CB4856	g17360
CB4856	g2231
CB4856	g11835
CB4856	g18073
CB4856	g16600
CB4856	g10558
CB4856	g15943
CB4856	g8197
CB4856	g20179
CB4856	g357
CB4856	g10102
CB4856	g22148
CB4856	g21465
CB4856	g6893
CB4856	g387
CB4856	g18074
CB4856	g8445
CB4856	g22276
CB4856	g20617
CB4856	g7032
CB4856	g6895
CB4856	g500
CB4856	g20618
CB4856	g10325
CB4856	g4931
CB4856	g11641
CB4856	g10566
CB4856	g12687
CB4856	g10097
CB4856	g20101
CB4856	g6329
CB4856	g12898
CB4856	g18141
CB4856	g5186
CB4856	g3707
CB4856	g15965
CB4856	g13802
CB4856	g20030
CB4856	g7738
CB4856	g354
CB4856	g19718
CB4856	g216
CB4856	g8257
CB4856	g832
CB4856	g15677
CB4856	g17611
CB4856	g10570
CB4856	g15410
CB4856	g22151
CB4856	g4703
CB4856	g19720
CB4856	g6220
CB4856	g8878
CB4856	g6896
CB4856	g10551
CB4856	g22124
CB4856	g8261
CB4856	g6723
CB4856	g4574
CB4856	g19696
CB4856	g22067
CB4856	g503
CB4856	g10548
CB4856	g21482
CB4856	g20178
CB4856	g8441
CB4856	g8237
CB4856	g6906
CB4856	g10333
CB4856	g22152
CB4856	g10140
CB4856	g589
CB4856	g15894
CB4856	g10555
CB4856	g18635
CB4856	g18076
CB4856	g12729
CB4856	g489
CB4856	g3702
CB4856	g19780
CB4856	g6386
CB4856	g15896
CB4856	g8159
CB4856	g7383
CB4856	g746
CB4856	g10565
CB4856	g18634
CB4856	g6525
CB4856	g5769
CB4856	g7735
CB4856	g11528
CB4856	g828
CB4856	g11294
CB4856	g22270
CB4856	g19327
CB4856	g435
CB4856	g19715
CB4856	g6903
CB4856	g351
CB4856	g10331
CB4856	g834
CB4856	g6544
CB4856	g3800
CB4856	g547
CB4856	g18075
CB4856	g5570
CB4856	g485
CB4856	g19697
CB4856	g8443
CB4856	g7654
CB4856	g19714
CB4856	g6904
CB4856	g18988
CB4856	g10099
CB4856	g10543
CB4856	g10103
CB4856	g8321
CB4856	g7023
CB4856	g12633
CB4856	g139
CB4856	g7655
CB4856	g4702
CB4856	g19693
CB4856	g6909
CB4856	g6699
CB4856	g6897
CB4856	g20985
CB4856	g831
CB4856	g19302
CB4856	g19687
CB4856	g217
CB4856	g22337
CB4856	g179
CB4856	g5850
CB4856	g2230
CB4856	g433
CB4856	g6288
CB4856	g5568
CB4856	g19694
CB4856	g10674
CB4856	g10337
CB4856	g389
CB4856	g8236
CB4856	g10557
CB4856	g8426
CB4856	g392
CB4856	g15881
CB4856	g10559
CB4856	g22153
CB4856	g10564
CB4856	g830
CB4856	g19725
CB4856	g8427
CB4856	g5567
CB4856	g816
CB4856	g8447
CB4856	g8439
CB4856	g6718
CB4856	g6907
CB4856	g391
CB4856	g10393
CB4856	g3457
CB4856	g17327
CB4856	g11526
CB4856	g10058
CB4856	g5982
CB4856	g7751
CB4856	g21087
CB4856	g6700
CB4856	g19727
CB4856	g829
CB4856	g10563
CB4856	g5845
CB4856	g8882
CB4856	g1272
CB4856	g17326
CB4856	g484
CB4856	g9387
CB4856	g19579
CB4856	g10004
CB4856	g6646
CB4856	g11702
CB4856	g6284
CB4856	g10330
CB4856	g19722
CB4856	g10326
CB4856	g3705
CB4856	g15895
CB4856	g6593
CB4856	g8158
CB4856	g5566
CB4856	g8444
CB4856	g529
CB4856	g7021
CB4856	g2963
CB4856	g4573
CB4856	g19695
CB4856	g7554
CB4856	g350
ECA1997	g4927
ECA1997	g21861
ECA1997	g19871
ECA1997	g15671
ECA1997	g15689
ECA1997	g4492
ECA1997	g15672
ECA1997	g13832
ECA1997	g12110
ECA1997	g1012
ECA1997	g4935
ECA1997	g10534
ECA1997	g14383
ECA1997	g9169
ECA1997	g10528
ECA1997	g4421
ECA1997	g22538
ECA1997	g11437
ECA1997	g14382
ECA1997	g16223
ECA1997	g11028
ECA1997	g1016
ECA1997	g14196
ECA1997	g15472
ECA1997	g18322
ECA1997	g11102
ECA1997	g10686
ECA1997	g14379
ECA1997	g11351
ECA1997	g18941
ECA1997	g14680
ECA1997	g9368
ECA1997	g19937
ECA1997	g20765
ECA1997	g509
ECA1997	g14144
ECA1997	g9165
ECA1997	g13826
ECA1997	g1019
ECA1997	g14721
ECA1997	g14692
ECA1997	g9184
ECA1997	g12683
ECA1997	g9167
ECA1997	g14798
ECA1997	g10744
ECA1997	g19834
ECA1997	g19936
ECA1997	g22027
ECA1997	g8562
ECA1997	g15681
ECA1997	g11372
ECA1997	g3100
ECA1997	g21829
ECA1997	g438
ECA1997	g14875
ECA1997	g15128
ECA1997	g17091
ECA1997	g9170
ECA1997	g316
ECA1997	g16919
ECA1997	g14795
ECA1997	g22028
ECA1997	g4925
ECA1997	g14381
ECA1997	g10172
ECA1997	g6803
ECA1997	g19935
ECA1997	g317
ECA1997	g10531
ECA1997	g15102
ECA1997	g10762
ECA1997	g4903
ECA1997	g17813
ECA1997	g508
ECA1997	g10688
ECA1997	g14396
ECA1997	g19940
ECA1997	g11373
ECA1997	g14385
ECA1997	g22038
ECA1997	g4904
ECA1997	g15473
ECA1997	g11440
ECA1997	g8446
ECA1997	g9395
ECA1997	g18445
ECA1997	g1015
ECA1997	g10517
ECA1997	g9394
ECA1997	g14378
ECA1997	g18555
ECA1997	g10985
ECA1997	g14839
ECA1997	g18211
ECA1997	g18323
ECA1997	g10750
ECA1997	g2563
ECA1997	g3900
ECA1997	g2501
ECA1997	g14364
ECA1997	g15680
ECA1997	g4363
ECA1997	g10525
ECA1997	g7533
ECA1997	g12718
ECA1997	g19592
ECA1997	g15103
ECA1997	g19829
ECA1997	g15988
ECA1997	g4360
ECA1997	g18428
ECA1997	g9372
ECA1997	g442
ECA1997	g10513
ECA1997	g4933
ECA1997	g19934
ECA1997	g20395
ECA1997	g4991
ECA1997	g8731
ECA1997	g4923
ECA1997	g10507
ECA1997	g10521
ECA1997	g3046
ECA1997	g3677
ECA1997	g439
ECA1997	g14740
ECA1997	g10088
ECA1997	g4843
ECA1997	g14756
ECA1997	g10524
ECA1997	g3186
ECA1997	g10512
ECA1997	g18426
ECA1997	g15905
ECA1997	g10523
ECA1997	g15064
ECA1997	g14878
ECA1997	g15104
ECA1997	g7431
ECA1997	g15686
ECA1997	g4992
ECA1997	g14843
ECA1997	g9166
ECA1997	g19913
ECA1997	g4969
ECA1997	g19589
ECA1997	g4897
ECA1997	g12111
ECA1997	g19590
ECA1997	g22461
ECA1997	g18415
ECA1997	g3422
ECA1997	g22039
ECA1997	g15985
ECA1997	g14691
ECA1997	g10749
ECA1997	g11438
ECA1997	g15986
ECA1997	g2546
ECA1997	g3678
ECA1997	g4967
ECA1997	g15026
ECA1997	g20716
ECA1997	g14885
ECA1997	g8736
ECA1997	g4928
ECA1997	g9371
ECA1997	g15313
ECA1997	g10987
ECA1997	g15388
ECA1997	g15380
ECA1997	g19787
ECA1997	g7507
ECA1997	g2335
ECA1997	g14380
ECA1997	g21283
ECA1997	g2062
ECA1997	g18431
ECA1997	g4364
ECA1997	g13617
ECA1997	g7161
ECA1997	g20687
ECA1997	g10752
ECA1997	g10532
ECA1997	g15906
ECA1997	g22460
ECA1997	g10526
ECA1997	g5776
ECA1997	g10761
ECA1997	g2561
ECA1997	g10747
ECA1997	g10533
ECA1997	g22537
ECA1997	g4796
ECA1997	g2560
ECA1997	g10514
ECA1997	g4906
ECA1997	g4934
ECA1997	g10990
ECA1997	g15688
ECA1997	g10986
ECA1997	g2562
ECA1997	g10516
ECA1997	g19938
ECA1997	g8650
ECA1997	g8365
ECA1997	g14473
ECA1997	g4283
ECA1997	g17240
ECA1997	g686
ECA1997	g10751
ECA1997	g18208
ECA1997	g4936
ECA1997	g4938
ECA1997	g20766
ECA1997	g14679
ECA1997	g14738
ECA1997	g11439
ECA1997	g4070
ECA1997	g6082
ECA1997	g11352
ECA1997	g4619
ECA1997	g10982
ECA1997	g15333
ECA1997	g4069
ECA1997	g440
ECA1997	g14634
ECA1997	g14884
ECA1997	g7792
ECA1997	g15674
ECA1997	g9168
ECA1997	g11424
ECA1997	g14736
ECA1997	g10536
ECA1997	g17956
ECA1997	g16793
ECA1997	g22029
ECA1997	g10984
ECA1997	g13890
ECA1997	g14881
ECA1997	g8651
ECA1997	g20688
ECA1997	g15463
ECA1997	g12224
ECA1997	g21946
