strain	gene
TWN2530	g27
TWN2530	g17823
TWN2530	g21023
TWN2530	g1612
TWN2530	g1908
TWN2530	g21938
TWN2530	g1934
TWN2530	g21653
TWN2530	g18556
TWN2530	g9556
TWN2530	g12424
TWN2530	g1937
TWN2530	g1349
TWN2530	g12127
TWN2530	g5235
TWN2530	g813
TWN2530	g17583
TWN2530	g17537
TWN2530	g1614
TWN2530	g13932
TWN2530	g17077
TWN2530	g1856
TWN2530	g13858
TWN2530	g17519
TWN2530	g18318
TWN2530	g17397
TWN2530	g2838
TWN2530	g2460
TWN2530	g476
TWN2530	g1522
TWN2530	g750
TWN2530	g1520
TWN2530	g14021
TWN2530	g9252
TWN2530	g916
TWN2530	g13840
TWN2530	g736
TWN2530	g17574
TWN2530	g1858
TWN2530	g18751
TWN2530	g543
TWN2530	g5589
TWN2530	g1092
TWN2530	g17702
TWN2530	g17866
TWN2530	g17463
TWN2530	g1586
TWN2530	g16163
TWN2530	g17587
TWN2530	g21066
TWN2530	g6483
TWN2530	g5243
TWN2530	g883
TWN2530	g9575
TWN2530	g10382
TWN2530	g16199
TWN2530	g14011
TWN2530	g2030
TWN2530	g2026
TWN2530	g2022
TWN2530	g1792
TWN2530	g725
TWN2530	g13831
TWN2530	g2152
TWN2530	g9564
TWN2530	g16588
TWN2530	g9307
TWN2530	g13851
TWN2530	g17445
TWN2530	g16458
TWN2530	g1834
TWN2530	g17429
TWN2530	g16115
TWN2530	g10837
TWN2530	g19
TWN2530	g4585
TWN2530	g659
TWN2530	g11010
TWN2530	g17761
TWN2530	g714
TWN2530	g8135
TWN2530	g1907
TWN2530	g4903
TWN2530	g903
TWN2530	g4728
TWN2530	g16161
TWN2530	g22169
TWN2530	g17262
TWN2530	g5275
TWN2530	g850
TWN2530	g16421
TWN2530	g5255
TWN2530	g16280
TWN2530	g3072
TWN2530	g18626
TWN2530	g13836
TWN2530	g2142
TWN2530	g2488
TWN2530	g1875
TWN2530	g13871
TWN2530	g710
TWN2530	g18627
TWN2530	g1513
TWN2530	g9541
TWN2530	g1729
TWN2530	g17276
TWN2530	g17578
TWN2530	g2546
TWN2530	g1251
TWN2530	g5496
TWN2530	g22370
TWN2530	g9688
TWN2530	g914
TWN2530	g711
TWN2530	g17900
TWN2530	g10149
TWN2530	g13979
TWN2530	g16018
TWN2530	g13935
TWN2530	g2056
TWN2530	g13878
TWN2530	g17248
TWN2530	g12701
TWN2530	g9571
TWN2530	g2002
TWN2530	g14229
TWN2530	g16162
TWN2530	g12705
TWN2530	g16283
TWN2530	g17484
TWN2530	g14355
TWN2530	g14517
TWN2530	g12455
TWN2530	g6280
TWN2530	g2265
TWN2530	g2418
TWN2530	g22220
TWN2530	g13942
TWN2530	g16287
TWN2530	g2469
TWN2530	g17601
TWN2530	g15
TWN2530	g21947
TWN2530	g17348
TWN2530	g3784
TWN2530	g2708
TWN2530	g684
TWN2530	g4102
TWN2530	g13867
TWN2530	g17815
TWN2530	g18748
TWN2530	g7088
TWN2530	g17527
TWN2530	g540
TWN2530	g17523
TWN2530	g13349
TWN2530	g17638
TWN2530	g18959
TWN2530	g738
TWN2530	g22250
TWN2530	g318
TWN2530	g5271
TWN2530	g22563
TWN2530	g12764
TWN2530	g436
TWN2530	g6020
TWN2530	g1922
TWN2530	g1820
TWN2530	g17
TWN2530	g7061
TWN2530	g13870
TWN2530	g17779
TWN2530	g16999
TWN2530	g7435
TWN2530	g17347
TWN2530	g17323
TWN2530	g869
TWN2530	g2057
TWN2530	g21884
TWN2530	g2464
TWN2530	g21809
TWN2530	g15790
TWN2530	g17264
TWN2530	g21137
TWN2530	g1965
TWN2530	g12459
TWN2530	g12458
TWN2530	g10459
TWN2530	g13393
TWN2530	g3877
TWN2530	g21334
TWN2530	g1370
TWN2530	g2392
TWN2530	g14570
TWN2530	g17939
TWN2530	g2958
TWN2530	g12324
TWN2530	g8309
TWN2530	g1566
TWN2530	g2050
TWN2530	g1673
TWN2530	g13897
TWN2530	g12289
TWN2530	g17259
TWN2530	g720
TWN2530	g2497
TWN2530	g18624
TWN2530	g22371
TWN2530	g10387
TWN2530	g16716
TWN2530	g1616
TWN2530	g21910
TWN2530	g8874
TWN2530	g713
TWN2530	g2430
TWN2530	g1326
TWN2530	g12303
TWN2530	g17485
TWN2530	g16721
TWN2530	g2479
TWN2530	g1717
TWN2530	g9763
TWN2530	g14144
TWN2530	g2498
TWN2530	g17526
TWN2530	g2266
TWN2530	g1097
TWN2530	g1367
TWN2530	g14320
TWN2530	g15866
TWN2530	g14477
TWN2530	g17792
TWN2530	g18904
TWN2530	g17399
TWN2530	g15820
TWN2530	g22168
TWN2530	g22167
TWN2530	g16275
TWN2530	g14135
TWN2530	g17569
TWN2530	g1946
TWN2530	g12192
TWN2530	g3197
TWN2530	g2493
TWN2530	g1707
TWN2530	g17528
TWN2530	g9930
TWN2530	g3263
TWN2530	g12265
TWN2530	g1979
TWN2530	g14024
TWN2530	g5231
TWN2530	g9690
TWN2530	g17785
TWN2530	g2316
TWN2530	g18752
TWN2530	g17884
TWN2530	g12457
TWN2530	g1141
TWN2530	g17579
TWN2530	g244
TWN2530	g2475
TWN2530	g1330
TWN2530	g19992
TWN2530	g3447
TWN2530	g2489
TWN2530	g17793
TWN2530	g2578
TWN2530	g17760
TWN2530	g13879
TWN2530	g9923
TWN2530	g5490
TWN2530	g13803
TWN2530	g13837
TWN2530	g28
TWN2530	g15888
TWN2530	g8693
TWN2530	g17115
TWN2530	g4499
TWN2530	g20216
TWN2530	g10807
TWN2530	g17756
TWN2530	g8093
TWN2530	g1743
TWN2530	g8308
TWN2530	g17999
TWN2530	g1204
TWN2530	g1618
TWN2530	g16713
TWN2530	g2549
TWN2530	g14002
TWN2530	g16641
TWN2530	g2202
TWN2530	g58
TWN2530	g16025
TWN2530	g21492
TWN2530	g13011
TWN2530	g17575
TWN2530	g10105
TWN2530	g17643
TWN2530	g2258
TWN2530	g17289
TWN2530	g1687
TWN2530	g9563
TWN2530	g14637
TWN2530	g17604
TWN2530	g20737
TWN2530	g17325
TWN2530	g1817
TWN2530	g20856
TWN2530	g16201
TWN2530	g14581
TWN2530	g21791
TWN2530	g2345
TWN2530	g16984
TWN2530	g9542
TWN2530	g4253
TWN2530	g17959
TWN2530	g17679
TWN2530	g16746
TWN2530	g6187
TWN2530	g1334
TWN2530	g2149
TWN2530	g3522
TWN2530	g17285
TWN2530	g17771
TWN2530	g3952
TWN2530	g14887
TWN2530	g3073
TWN2530	g9912
TWN2530	g9593
TWN2530	g21013
TWN2530	g12361
TWN2530	g12323
TWN2530	g2456
TWN2530	g190
TWN2530	g18218
TWN2530	g12637
TWN2530	g17441
TWN2530	g12443
TWN2530	g17550
TWN2530	g716
TWN2530	g8697
TWN2530	g21467
TWN2530	g16745
TWN2530	g544
TWN2530	g17820
TWN2530	g1140
TWN2530	g177
TWN2530	g1585
TWN2530	g4550
TWN2530	g1720
TWN2530	g1731
TWN2530	g1426
TWN2530	g1874
TWN2530	g13313
TWN2530	g17847
TWN2530	g14019
TWN2530	g12438
TWN2530	g9188
TWN2530	g8449
TWN2530	g90
TWN2530	g17157
TWN2530	g5273
TWN2530	g10553
TWN2530	g17302
TWN2530	g21810
TWN2530	g17300
TWN2530	g6668
TWN2530	g13936
TWN2530	g17646
TWN2530	g4123
TWN2530	g16714
TWN2530	g17742
TWN2530	g8775
TWN2530	g1843
TWN2530	g8687
TWN2530	g14018
TWN2530	g10102
TWN2530	g13103
TWN2530	g13054
TWN2530	g13013
TWN2530	g13875
TWN2530	g9657
TWN2530	g2153
TWN2530	g15856
TWN2530	g1966
TWN2530	g11444
TWN2530	g901
TWN2530	g15806
TWN2530	g21340
TWN2530	g1909
TWN2530	g14142
TWN2530	g3265
TWN2530	g17776
TWN2530	g5211
TWN2530	g17258
TWN2530	g17952
TWN2530	g22557
TWN2530	g17529
TWN2530	g12589
TWN2530	g1664
TWN2530	g541
TWN2530	g16191
TWN2530	g2417
TWN2530	g10101
TWN2530	g8461
TWN2530	g1294
TWN2530	g17824
TWN2530	g1570
TWN2530	g8842
TWN2530	g16673
TWN2530	g5218
TWN2530	g3483
TWN2530	g4553
TWN2530	g2481
TWN2530	g17521
TWN2530	g623
TWN2530	g1232
TWN2530	g17859
TWN2530	g1864
TWN2530	g10228
TWN2530	g17733
TWN2530	g21328
TWN2530	g2003
TWN2530	g4552
TWN2530	g13725
TWN2530	g1883
TWN2530	g1987
TWN2530	g676
TWN2530	g16284
TWN2530	g17924
TWN2530	g13
TWN2530	g498
TWN2530	g2533
TWN2530	g723
TWN2530	g17941
TWN2530	g9939
TWN2530	g2255
TWN2530	g12041
TWN2530	g14025
TWN2530	g2267
TWN2530	g1876
TWN2530	g5242
TWN2530	g18630
TWN2530	g11720
TWN2530	g16567
TWN2530	g16964
TWN2530	g1280
TWN2530	g3032
TWN2530	g1846
TWN2530	g17885
TWN2530	g9091
TWN2530	g2635
TWN2530	g1337
TWN2530	g17044
TWN2530	g1062
TWN2530	g10421
TWN2530	g17286
TWN2530	g21570
TWN2530	g3526
TWN2530	g1718
TWN2530	g13458
TWN2530	g21885
TWN2530	g12109
TWN2530	g5246
TWN2530	g10218
TWN2530	g13713
TWN2530	g13859
TWN2530	g2485
TWN2530	g9113
TWN2530	g17730
TWN2530	g8253
TWN2530	g21569
TWN2530	g12033
TWN2530	g5247
TWN2530	g19377
TWN2530	g17901
TWN2530	g6185
TWN2530	g17030
TWN2530	g301
TWN2530	g17367
TWN2530	g21548
TWN2530	g19494
TWN2530	g491
TWN2530	g16860
TWN2530	g22262
TWN2530	g11007
TWN2530	g1515
TWN2530	g10340
TWN2530	g175
TWN2530	g13825
TWN2530	g2577
TWN2530	g752
TWN2530	g16694
TWN2530	g17576
TWN2530	g1958
TWN2530	g1969
TWN2530	g13869
TWN2530	g14105
TWN2530	g1027
TWN2530	g1920
TWN2530	g12894
TWN2530	g17540
TWN2530	g1898
TWN2530	g10227
TWN2530	g17265
TWN2530	g17971
TWN2530	g17677
TWN2530	g2004
TWN2530	g16893
TWN2530	g14037
TWN2530	g715
TWN2530	g4549
TWN2530	g21948
TWN2530	g629
TWN2530	g9920
TWN2530	g3520
TWN2530	g2476
TWN2530	g10890
TWN2530	g6183
TWN2530	g6184
TWN2530	g12567
TWN2530	g817
TWN2530	g2140
TWN2530	g6432
TWN2530	g12197
TWN2530	g17680
TWN2530	g11723
TWN2530	g19378
TWN2530	g2246
TWN2530	g4557
TWN2530	g13406
TWN2530	g17377
TWN2530	g14010
TWN2530	g2302
TWN2530	g17498
TWN2530	g1863
TWN2530	g14148
TWN2530	g1525
TWN2530	g1197
TWN2530	g2468
TWN2530	g17366
TWN2530	g14163
TWN2530	g10251
TWN2530	g21097
TWN2530	g1560
TWN2530	g3755
TWN2530	g1986
TWN2530	g5582
TWN2530	g2005
TWN2530	g3886
TWN2530	g17486
TWN2530	g5268
TWN2530	g9805
TWN2530	g14300
TWN2530	g13850
TWN2530	g14003
TWN2530	g17510
TWN2530	g11788
TWN2530	g821
TWN2530	g22225
TWN2530	g1584
TWN2530	g7291
TWN2530	g1611
TWN2530	g8307
TWN2530	g24
TWN2530	g12308
TWN2530	g14101
TWN2530	g2569
TWN2530	g21911
TWN2530	g630
TWN2530	g17669
TWN2530	g679
TWN2530	g9942
TWN2530	g3095
TWN2530	g17876
TWN2530	g21795
TWN2530	g11716
TWN2530	g12267
TWN2530	g16978
TWN2530	g6
TWN2530	g16236
TWN2530	g14138
TWN2530	g1142
TWN2530	g8692
TWN2530	g3170
TWN2530	g9978
TWN2530	g1957
TWN2530	g17853
TWN2530	g19092
TWN2530	g16890
TWN2530	g14052
TWN2530	g18011
TWN2530	g17384
TWN2530	g17443
TWN2530	g1904
TWN2530	g1873
TWN2530	g21931
TWN2530	g2060
TWN2530	g1604
TWN2530	g21961
TWN2530	g3198
TWN2530	g5592
TWN2530	g2743
TWN2530	g6118
TWN2530	g21327
TWN2530	g1617
TWN2530	g16855
TWN2530	g20747
TWN2530	g13914
TWN2530	g1980
TWN2530	g2061
TWN2530	g15351
TWN2530	g18567
TWN2530	g14054
TWN2530	g17972
TWN2530	g8009
TWN2530	g17353
TWN2530	g17675
TWN2530	g17620
TWN2530	g584
TWN2530	g31
TWN2530	g5214
TWN2530	g17278
TWN2530	g17280
TWN2530	g17599
TWN2530	g17434
TWN2530	g1990
TWN2530	g235
TWN2530	g10224
TWN2530	g10112
TWN2530	g2256
TWN2530	g10705
TWN2530	g502
TWN2530	g1613
TWN2530	g16
TWN2530	g21249
TWN2530	g17509
TWN2530	g21979
TWN2530	g21764
TWN2530	g3364
TWN2530	g21999
TWN2530	g14006
TWN2530	g852
TWN2530	g3524
TWN2530	g1734
TWN2530	g1927
TWN2530	g16896
TWN2530	g12377
TWN2530	g17029
TWN2530	g10477
TWN2530	g16670
TWN2530	g1981
TWN2530	g8
TWN2530	g1761
TWN2530	g2144
TWN2530	g17257
TWN2530	g9900
TWN2530	g16286
TWN2530	g22001
TWN2530	g1918
TWN2530	g9926
TWN2530	g22205
TWN2530	g2448
TWN2530	g12436
TWN2530	g16427
TWN2530	g245
TWN2530	g17674
TWN2530	g17605
TWN2530	g14176
TWN2530	g7894
TWN2530	g1581
TWN2530	g188
TWN2530	g1275
TWN2530	g1646
TWN2530	g13918
TWN2530	g17356
TWN2530	g8959
TWN2530	g846
TWN2530	g10216
TWN2530	g5265
TWN2530	g2253
TWN2530	g13827
TWN2530	g17757
TWN2530	g1118
TWN2530	g13992
TWN2530	g17671
TWN2530	g21319
TWN2530	g17586
TWN2530	g22222
TWN2530	g8927
TWN2530	g2282
TWN2530	g16743
TWN2530	g2472
TWN2530	g2182
TWN2530	g446
TWN2530	g6039
TWN2530	g8689
TWN2530	g2032
TWN2530	g13860
TWN2530	g149
TWN2530	g1923
TWN2530	g1523
TWN2530	g1956
TWN2530	g1203
TWN2530	g1760
TWN2530	g5272
TWN2530	g13978
TWN2530	g1328
TWN2530	g20829
TWN2530	g11794
TWN2530	g17798
TWN2530	g913
TWN2530	g11796
TWN2530	g12442
TWN2530	g22228
TWN2530	g691
TWN2530	g1273
TWN2530	g1992
TWN2530	g10741
TWN2530	g243
TWN2530	g1565
TWN2530	g16717
TWN2530	g1341
TWN2530	g2062
TWN2530	g904
TWN2530	g14480
TWN2530	g2042
TWN2530	g17692
TWN2530	g19648
TWN2530	g11783
TWN2530	g14641
TWN2530	g15886
TWN2530	g2551
TWN2530	g18979
TWN2530	g22218
TWN2530	g1945
TWN2530	g13863
TWN2530	g2436
TWN2530	g17582
TWN2530	g17970
TWN2530	g17479
TWN2530	g729
TWN2530	g22305
TWN2530	g1813
TWN2530	g5217
TWN2530	g16730
TWN2530	g16727
TWN2530	g16729
TWN2530	g12266
TWN2530	g5040
TWN2530	g16288
TWN2530	g17237
TWN2530	g1963
TWN2530	g3365
TWN2530	g1765
TWN2530	g10385
TWN2530	g16274
TWN2530	g3331
TWN2530	g1198
TWN2530	g5236
TWN2530	g17665
TWN2530	g13844
TWN2530	g2200
TWN2530	g1741
TWN2530	g14161
TWN2530	g2231
TWN2530	g13988
TWN2530	g21798
TWN2530	g10225
TWN2530	g17322
TWN2530	g15357
TWN2530	g19179
TWN2530	g722
TWN2530	g6016
TWN2530	g1340
TWN2530	g1279
TWN2530	g16281
TWN2530	g16991
TWN2530	g12036
TWN2530	g29
TWN2530	g12452
TWN2530	g17293
TWN2530	g17433
TWN2530	g2019
TWN2530	g1561
TWN2530	g16282
TWN2530	g17368
TWN2530	g1519
TWN2530	g1971
TWN2530	g2452
TWN2530	g5578
TWN2530	g14001
TWN2530	g6009
TWN2530	g17261
TWN2530	g15822
TWN2530	g14630
TWN2530	g18533
TWN2530	g21333
TWN2530	g21339
TWN2530	g1913
TWN2530	g9569
TWN2530	g9173
TWN2530	g18632
TWN2530	g16496
TWN2530	g1623
TWN2530	g17442
TWN2530	g1903
TWN2530	g16213
TWN2530	g685
TWN2530	g16886
TWN2530	g2148
TWN2530	g4790
TWN2530	g10405
TWN2530	g22461
TWN2530	g2945
TWN2530	g7985
TWN2530	g118
TWN2530	g21919
TWN2530	g2076
TWN2530	g20826
TWN2530	g8089
TWN2530	g275
TWN2530	g12632
TWN2530	g1929
TWN2530	g18747
TWN2530	g10342
TWN2530	g8698
TWN2530	g5274
TWN2530	g16511
TWN2530	g681
TWN2530	g9570
TWN2530	g621
TWN2530	g11009
TWN2530	g2254
TWN2530	g5228
TWN2530	g1857
TWN2530	g17828
TWN2530	g17288
TWN2530	g9578
TWN2530	g1038
TWN2530	g12287
TWN2530	g2943
TWN2530	g946
TWN2530	g16438
TWN2530	g11984
TWN2530	g9478
TWN2530	g17531
TWN2530	g17772
TWN2530	g1900
TWN2530	g712
TWN2530	g19180
TWN2530	g13785
TWN2530	g2141
TWN2530	g416
TWN2530	g17440
TWN2530	g14443
TWN2530	g17518
TWN2530	g1865
TWN2530	g17602
TWN2530	g1590
TWN2530	g17871
TWN2530	g2249
TWN2530	g21797
TWN2530	g1516
TWN2530	g17732
TWN2530	g18417
TWN2530	g22164
TWN2530	g9115
TWN2530	g17090
TWN2530	g14432
TWN2530	g17536
TWN2530	g1556
TWN2530	g4556
TWN2530	g683
TWN2530	g1218
TWN2530	g30
TWN2530	g6003
TWN2530	g1869
TWN2530	g6188
TWN2530	g16998
TWN2530	g1252
TWN2530	g17693
TWN2530	g17868
TWN2530	g247
TWN2530	g17794
TWN2530	g9910
TWN2530	g16857
TWN2530	g10404
TWN2530	g13826
TWN2530	g14504
TWN2530	g18628
TWN2530	g12047
TWN2530	g17751
TWN2530	g17296
TWN2530	g17319
TWN2530	g4901
TWN2530	g2495
TWN2530	g822
TWN2530	g2636
TWN2530	g21470
TWN2530	g13849
TWN2530	g8620
TWN2530	g2310
TWN2530	g17552
TWN2530	g21920
TWN2530	g16271
TWN2530	g12580
TWN2530	g1348
TWN2530	g17028
TWN2530	g2054
TWN2530	g8079
TWN2530	g21761
TWN2530	g16889
TWN2530	g1425
TWN2530	g17636
TWN2530	g150
TWN2530	g678
TWN2530	g10422
TWN2530	g12437
TWN2530	g5288
TWN2530	g15887
TWN2530	g2447
TWN2530	g9565
TWN2530	g435
TWN2530	g11867
TWN2530	g1224
TWN2530	g17997
TWN2530	g2623
TWN2530	g13282
TWN2530	g16865
TWN2530	g22221
TWN2530	g14476
TWN2530	g665
TWN2530	g1228
TWN2530	g724
TWN2530	g17321
TWN2530	g13919
TWN2530	g10150
TWN2530	g1882
TWN2530	g12191
TWN2530	g8699
TWN2530	g17316
TWN2530	g10100
TWN2530	g1996
TWN2530	g1463
TWN2530	g1512
TWN2530	g1610
TWN2530	g1991
TWN2530	g17635
TWN2530	g10106
TWN2530	g12264
TWN2530	g1872
TWN2530	g21062
TWN2530	g17482
TWN2530	g1680
TWN2530	g15383
TWN2530	g10099
TWN2530	g1849
TWN2530	g1791
TWN2530	g10145
TWN2530	g6013
TWN2530	g17805
TWN2530	g21012
TWN2530	g7366
TWN2530	g1905
TWN2530	g14471
TWN2530	g597
TWN2530	g1162
TWN2530	g1582
TWN2530	g13839
TWN2530	g10706
TWN2530	g693
TWN2530	g10403
TWN2530	g8310
TWN2530	g2579
TWN2530	g10341
TWN2530	g14433
TWN2530	g17386
TWN2530	g21956
TWN2530	g11278
TWN2530	g1954
TWN2530	g2311
TWN2530	g10402
TWN2530	g3368
TWN2530	g18879
TWN2530	g8087
TWN2530	g5467
TWN2530	g1911
TWN2530	g6010
TWN2530	g13028
TWN2530	g13026
TWN2530	g14162
TWN2530	g489
TWN2530	g11718
TWN2530	g5209
TWN2530	g18005
TWN2530	g746
TWN2530	g2437
TWN2530	g13240
TWN2530	g17054
TWN2530	g1995
TWN2530	g13861
TWN2530	g17960
TWN2530	g16190
TWN2530	g17092
TWN2530	g2454
TWN2530	g695
TWN2530	g1343
TWN2530	g18625
TWN2530	g2143
TWN2530	g17355
TWN2530	g6012
TWN2530	g17572
TWN2530	g12444
TWN2530	g3754
TWN2530	g16420
TWN2530	g16599
TWN2530	g11785
TWN2530	g1233
TWN2530	g2511
TWN2530	g21937
TWN2530	g4555
TWN2530	g22165
TWN2530	g4559
TWN2530	g1521
TWN2530	g856
TWN2530	g20
TWN2530	g1350
TWN2530	g1679
TWN2530	g5532
TWN2530	g17902
TWN2530	g21763
TWN2530	g9394
TWN2530	g1880
TWN2530	g17851
TWN2530	g1096
TWN2530	g696
TWN2530	g17967
TWN2530	g4547
TWN2530	g14007
TWN2530	g13832
TWN2530	g1912
TWN2530	g1931
TWN2530	g6191
TWN2530	g13846
TWN2530	g17817
TWN2530	g17398
TWN2530	g21923
TWN2530	g1878
TWN2530	g3362
TWN2530	g8841
TWN2530	g17963
TWN2530	g9576
TWN2530	g16744
TWN2530	g9711
TWN2530	g17238
TWN2530	g2138
TWN2530	g12193
TWN2530	g9582
TWN2530	g13712
TWN2530	g9620
TWN2530	g21762
TWN2530	g16796
TWN2530	g17822
TWN2530	g2234
TWN2530	g8690
TWN2530	g2548
TWN2530	g16423
TWN2530	g10219
TWN2530	g2112
TWN2530	g21909
TWN2530	g21935
TWN2530	g2001
TWN2530	g492
TWN2530	g9925
TWN2530	g2553
TWN2530	g3719
TWN2530	g2562
TWN2530	g14008
TWN2530	g13906
TWN2530	g1789
TWN2530	g4345
TWN2530	g21950
TWN2530	g17603
TWN2530	g1424
TWN2530	g2000
TWN2530	g1972
TWN2530	g12246
TWN2530	g12372
TWN2530	g12373
TWN2530	g9187
TWN2530	g17875
TWN2530	g1742
TWN2530	g21942
TWN2530	g1835
TWN2530	g1510
TWN2530	g1335
TWN2530	g493
TWN2530	g2463
TWN2530	g9080
TWN2530	g1948
TWN2530	g680
TWN2530	g9924
TWN2530	g12282
TWN2530	g17795
TWN2530	g941
TWN2530	g3366
TWN2530	g2046
TWN2530	g16498
TWN2530	g3119
TWN2530	g17664
TWN2530	g8664
TWN2530	g5270
TWN2530	g1713
TWN2530	g10107
TWN2530	g14026
TWN2530	g16763
TWN2530	g9927
TWN2530	g7
TWN2530	g9257
TWN2530	g3053
TWN2530	g14022
TWN2530	g17352
TWN2530	g1649
TWN2530	g3613
TWN2530	g21065
TWN2530	g7672
TWN2530	g17431
TWN2530	g1919
TWN2530	g16773
TWN2530	g19365
TWN2530	g6019
TWN2530	g1941
TWN2530	g16285
TWN2530	g16693
TWN2530	g15875
TWN2530	g11011
TWN2530	g11614
TWN2530	g1705
TWN2530	g1506
TWN2530	g14137
TWN2530	g16212
TWN2530	g18631
TWN2530	g4713
TWN2530	g16858
TWN2530	g5041
TWN2530	g17700
TWN2530	g14595
TWN2530	g21796
TWN2530	g16600
TWN2530	g17400
TWN2530	g2486
TWN2530	g1615
TWN2530	g3363
TWN2530	g5491
TWN2530	g13125
TWN2530	g1716
TWN2530	g17532
TWN2530	g17324
TWN2530	g13909
TWN2530	g4727
TWN2530	g1943
TWN2530	g9781
TWN2530	g1274
TWN2530	g1704
TWN2530	g2432
TWN2530	g5249
TWN2530	g739
TWN2530	g16874
TWN2530	g11786
TWN2530	g1836
TWN2530	g14889
TWN2530	g3009
TWN2530	g897
TWN2530	g1331
TWN2530	g1295
TWN2530	g253
TWN2530	g20187
TWN2530	g17701
TWN2530	g2179
TWN2530	g3908
TWN2530	g17478
TWN2530	g13905
TWN2530	g2480
TWN2530	g17570
TWN2530	g687
TWN2530	g17786
TWN2530	g15821
TWN2530	g274
TWN2530	g589
TWN2530	g14016
TWN2530	g13172
TWN2530	g14143
TWN2530	g4776
TWN2530	g12419
TWN2530	g549
TWN2530	g2465
TWN2530	g14118
TWN2530	g15823
TWN2530	g17549
TWN2530	g1255
TWN2530	g15112
TWN2530	g2250
TWN2530	g17382
TWN2530	g21132
TWN2530	g17336
TWN2530	g1739
TWN2530	g17763
TWN2530	g7535
TWN2530	g1935
TWN2530	g9948
TWN2530	g9762
TWN2530	g9932
TWN2530	g1227
TWN2530	g688
TWN2530	g21010
TWN2530	g14139
TWN2530	g14353
TWN2530	g15808
TWN2530	g15916
TWN2530	g17644
TWN2530	g1460
TWN2530	g16592
TWN2530	g18447
TWN2530	g2
TWN2530	g9954
TWN2530	g12034
TWN2530	g2130
TWN2530	g6192
TWN2530	g1254
TWN2530	g17488
TWN2530	g2467
TWN2530	g16817
TWN2530	g2146
TWN2530	g11083
TWN2530	g16598
TWN2530	g17522
TWN2530	g9914
TWN2530	g9901
TWN2530	g12032
TWN2530	g2438
TWN2530	g12393
TWN2530	g17499
TWN2530	g17663
TWN2530	g19652
TWN2530	g17724
TWN2530	g13828
TWN2530	g5279
TWN2530	g17179
TWN2530	g2614
TWN2530	g1559
TWN2530	g16289
TWN2530	g16764
TWN2530	g9432
TWN2530	g12454
TWN2530	g415
TWN2530	g17357
TWN2530	g17843
TWN2530	g1103
TWN2530	g8872
TWN2530	g20968
TWN2530	g22139
TWN2530	g17337
TWN2530	g4062
TWN2530	g17534
TWN2530	g1951
TWN2530	g737
TWN2530	g12318
TWN2530	g16131
TWN2530	g12263
TWN2530	g17773
TWN2530	g864
TWN2530	g1821
TWN2530	g6011
TWN2530	g17328
TWN2530	g1563
TWN2530	g412
TWN2530	g16888
TWN2530	g13835
TWN2530	g15997
TWN2530	g1231
TWN2530	g17311
TWN2530	g588
TWN2530	g10946
TWN2530	g3448
TWN2530	g2177
TWN2530	g13677
TWN2530	g15825
TWN2530	g17535
TWN2530	g3332
TWN2530	g14157
TWN2530	g1727
TWN2530	g1415
TWN2530	g2681
TWN2530	g22475
TWN2530	g17520
TWN2530	g12451
TWN2530	g22303
TWN2530	g5230
TWN2530	g6356
TWN2530	g17728
TWN2530	g10146
TWN2530	g17676
TWN2530	g14
TWN2530	g17715
TWN2530	g17468
TWN2530	g9119
TWN2530	g18418
TWN2530	g16922
TWN2530	g747
TWN2530	g17600
TWN2530	g15889
TWN2530	g7385
TWN2530	g12386
TWN2530	g16545
TWN2530	g9933
TWN2530	g697
TWN2530	g17313
TWN2530	g25
TWN2530	g4380
TWN2530	g9258
TWN2530	g4731
TWN2530	g1910
TWN2530	g18746
TWN2530	g17870
TWN2530	g1897
TWN2530	g13830
TWN2530	g1916
TWN2530	g16200
TWN2530	g16188
TWN2530	g902
TWN2530	g5227
TWN2530	g5941
TWN2530	g905
TWN2530	g1955
TWN2530	g12633
TWN2530	g2547
TWN2530	g3674
TWN2530	g1764
TWN2530	g18502
TWN2530	g255
TWN2530	g12445
TWN2530	g1620
TWN2530	g18750
TWN2530	g21506
TWN2530	g20117
TWN2530	g17769
TWN2530	g2477
TWN2530	g14636
TWN2530	g252
TWN2530	g17279
TWN2530	g21766
TWN2530	g2624
TWN2530	g13915
TWN2530	g17678
TWN2530	g11008
TWN2530	g17987
TWN2530	g17755
TWN2530	g815
TWN2530	g1959
TWN2530	g16556
TWN2530	g1921
TWN2530	g501
TWN2530	g1249
TWN2530	g17872
TWN2530	g17789
TWN2530	g16859
TWN2530	g12128
TWN2530	g254
TWN2530	g4124
TWN2530	g2065
TWN2530	g17180
TWN2530	g17640
TWN2530	g17365
TWN2530	g14503
TWN2530	g1230
TWN2530	g1818
TWN2530	g14888
TWN2530	g762
TWN2530	g6631
TWN2530	g17335
TWN2530	g17385
TWN2530	g2440
TWN2530	g2672
TWN2530	g14017
TWN2530	g3523
TWN2530	g18003
TWN2530	g4386
TWN2530	g17119
TWN2530	g21936
TWN2530	g900
TWN2530	g2269
TWN2530	g8653
TWN2530	g1333
TWN2530	g12388
TWN2530	g1926
TWN2530	g1427
TWN2530	g14444
TWN2530	g4170
TWN2530	g23
TWN2530	g1678
TWN2530	g6018
TWN2530	g3264
TWN2530	g21774
TWN2530	g1509
TWN2530	g4015
TWN2530	g1924
TWN2530	g1229
TWN2530	g1526
TWN2530	g21341
