strain	gene
ECA1287	g5157
ECA1287	g1546
ECA1287	g14096
ECA1287	g2486
ECA1287	g5320
ECA1287	g4887
ECA1287	g19239
ECA1287	g5136
ECA1287	g9629
ECA1287	g18684
ECA1287	g9520
ECA1287	g9697
ECA1287	g13921
ECA1287	g9535
ECA1287	g5322
ECA1287	g1816
ECA1287	g20903
ECA1287	g1754
ECA1287	g10057
ECA1287	g5168
ECA1287	g1727
ECA1287	g12584
ECA1287	g12739
ECA1287	g2164
ECA1287	g9641
ECA1287	g1678
ECA1287	g9630
ECA1287	g10184
ECA1287	g5325
ECA1287	g21609
ECA1287	g13729
ECA1287	g20840
ECA1287	g5147
ECA1287	g5321
ECA1287	g9691
ECA1287	g11191
ECA1287	g13263
ECA1287	g9849
ECA1287	g10478
ECA1287	g5130
ECA1287	g9578
ECA1287	g9660
ECA1287	g2431
ECA1287	g2729
ECA1287	g9659
ECA1287	g5401
ECA1287	g14623
ECA1287	g13497
ECA1287	g9292
ECA1287	g9880
ECA1287	g9682
ECA1287	g20972
ECA1287	g6453
ECA1287	g1688
ECA1287	g12945
ECA1287	g16166
ECA1287	g5070
ECA1287	g1650
ECA1287	g20916
ECA1287	g13306
ECA1287	g1829
ECA1287	g1556
ECA1287	g5439
ECA1287	g11134
ECA1287	g15680
ECA1287	g14117
ECA1287	g5046
ECA1287	g5581
ECA1287	g9994
ECA1287	g6454
ECA1287	g8400
ECA1287	g11189
ECA1287	g13971
ECA1287	g15891
ECA1287	g1490
ECA1287	g18247
ECA1287	g57
ECA1287	g10452
ECA1287	g5142
ECA1287	g5040
ECA1287	g2199
ECA1287	g5175
ECA1287	g9607
ECA1287	g10955
ECA1287	g4905
ECA1287	g1908
ECA1287	g4903
ECA1287	g8814
ECA1287	g9608
ECA1287	g4906
ECA1287	g11131
ECA1287	g20838
ECA1287	g190
ECA1287	g2201
ECA1287	g11650
ECA1287	g5437
ECA1287	g22549
ECA1287	g6713
ECA1287	g15135
ECA1287	g1828
ECA1287	g9882
ECA1287	g5804
ECA1287	g4883
ECA1287	g5131
ECA1287	g9495
ECA1287	g22281
ECA1287	g8923
ECA1287	g20821
ECA1287	g6174
ECA1287	g1578
ECA369	g13056
ECA369	g107
ECA369	g1707
ECA369	g12955
ECA369	g3291
ECA369	g3855
ECA369	g3854
ECA369	g12197
ECA369	g3604
ECA369	g12469
ECA369	g10619
ECA369	g12319
ECA369	g3493
ECA369	g10620
ECA369	g12049
ECA369	g12456
ECA369	g12276
ECA369	g8876
ECA369	g11728
ECA369	g9978
ECA369	g10552
ECA369	g3630
ECA369	g3629
ECA369	g8332
ECA369	g13700
ECA369	g8322
ECA369	g3495
ECA369	g5539
ECA369	g12597
ECA369	g4034
ECA369	g13867
ECA369	g14869
ECA369	g12939
ECA369	g10656
ECA369	g1781
ECA369	g7466
ECA369	g10662
ECA369	g8678
ECA369	g9002
ECA369	g1706
ECA369	g12966
ECA369	g12034
ECA369	g12940
ECA369	g7477
ECA369	g21403
ECA369	g8707
ECA369	g13285
ECA369	g10897
ECA369	g8527
ECA369	g10554
ECA369	g12023
ECA369	g779
ECA369	g1521
ECA369	g10096
ECA369	g11396
ECA369	g8570
ECA369	g3722
ECA369	g10575
ECA369	g11077
ECA369	g10293
ECA369	g10591
ECA369	g12281
ECA369	g12207
ECA369	g8279
ECA369	g2982
ECA369	g11833
ECA369	g7520
ECA369	g10545
ECA369	g22449
ECA369	g223
ECA369	g10540
ECA369	g17024
ECA369	g10655
ECA369	g750
ECA369	g17818
ECA369	g12950
ECA369	g10693
ECA369	g12216
ECA369	g1892
ECA369	g11118
ECA369	g8758
ECA369	g13334
ECA369	g12116
ECA369	g12291
ECA369	g17344
ECA369	g12203
ECA369	g1941
ECA369	g551
ECA369	g9892
ECA369	g2980
ECA369	g10743
ECA369	g13128
ECA369	g21958
ECA369	g11065
ECA369	g22172
ECA369	g2946
ECA369	g8998
ECA369	g20332
ECA369	g1961
ECA369	g2940
ECA369	g8868
ECA369	g8878
ECA369	g1061
ECA369	g10835
ECA369	g8275
ECA369	g12794
ECA369	g16349
ECA369	g18267
ECA369	g12286
ECA369	g17311
ECA369	g10893
ECA369	g10699
ECA369	g10632
ECA369	g5899
ECA369	g10682
ECA369	g8795
ECA369	g6259
ECA369	g10505
ECA369	g10734
ECA369	g8323
ECA369	g10623
ECA369	g12113
ECA369	g3496
ECA369	g10866
ECA369	g10735
ECA369	g1709
ECA369	g13118
ECA369	g10828
ECA369	g12290
ECA369	g13283
ECA369	g1254
ECA369	g9919
ECA369	g3798
ECA369	g16852
ECA369	g8292
ECA369	g6061
ECA369	g8035
ECA369	g12284
ECA369	g8794
ECA369	g18103
ECA369	g12021
ECA369	g12181
ECA369	g19201
ECA369	g8254
ECA369	g10876
ECA369	g18182
ECA369	g12793
ECA369	g20376
ECA369	g1973
ECA369	g7497
ECA369	g2319
ECA369	g16131
ECA369	g8775
ECA369	g10842
ECA369	g10509
ECA369	g12196
ECA369	g12317
ECA369	g12279
ECA369	g12190
ECA369	g8638
ECA369	g19335
ECA369	g10653
ECA369	g10680
ECA369	g12945
ECA369	g10834
ECA369	g22380
ECA369	g18183
ECA369	g12557
ECA369	g8089
ECA369	g12598
ECA369	g12046
ECA369	g10536
ECA369	g11108
ECA369	g18898
ECA369	g15296
ECA369	g20235
ECA369	g9818
ECA369	g12680
ECA369	g8768
ECA369	g5529
ECA369	g18447
ECA369	g12050
ECA369	g12270
ECA369	g5952
ECA369	g10042
ECA369	g10576
ECA369	g8778
ECA369	g19686
ECA369	g10868
ECA369	g12320
ECA369	g10658
ECA369	g3297
ECA369	g22171
ECA369	g5861
ECA369	g2939
ECA369	g3295
ECA369	g8993
ECA369	g3599
ECA369	g3238
ECA369	g20276
ECA369	g12183
ECA369	g11046
ECA369	g11302
ECA369	g10677
ECA369	g12211
ECA369	g10498
ECA369	g7494
ECA369	g12676
ECA369	g10898
ECA369	g10603
ECA369	g12277
ECA369	g12289
ECA369	g523
ECA369	g2937
ECA369	g15942
ECA369	g10650
ECA369	g3290
ECA369	g8863
ECA369	g8315
ECA369	g10141
ECA369	g12965
ECA369	g13728
ECA369	g11119
ECA369	g10041
ECA369	g10664
ECA369	g12478
ECA369	g15860
ECA369	g9799
ECA369	g9806
ECA369	g8090
ECA369	g8024
ECA369	g10551
ECA369	g10742
ECA369	g21081
ECA369	g18520
ECA369	g12957
ECA369	g21568
ECA369	g18567
ECA369	g22170
ECA369	g12795
ECA369	g12937
ECA369	g9010
ECA369	g16409
ECA369	g10638
ECA369	g12677
ECA369	g5513
ECA369	g6347
ECA369	g16708
ECA369	g10398
ECA369	g2941
ECA369	g12434
ECA369	g10294
ECA369	g10899
ECA369	g10683
ECA369	g12933
ECA369	g8783
ECA369	g4246
ECA369	g8854
ECA369	g12029
ECA369	g10606
ECA369	g21756
ECA369	g8529
ECA369	g1524
ECA369	g18387
ECA369	g10590
ECA369	g10506
ECA369	g2942
ECA369	g12307
ECA369	g12682
ECA369	g9003
ECA369	g11079
ECA369	g12199
ECA369	g3518
ECA369	g12282
ECA369	g12723
ECA369	g12195
ECA369	g15253
ECA369	g10676
ECA369	g10839
ECA369	g5016
ECA369	g22508
ECA369	g8088
ECA369	g10651
ECA369	g18932
ECA369	g10297
ECA369	g16886
ECA369	g12194
ECA369	g1793
ECA369	g3497
ECA369	g15822
ECA369	g8777
ECA369	g22473
ECA369	g18551
ECA369	g12960
ECA369	g10114
ECA369	g9983
ECA369	g12321
ECA369	g10700
ECA369	g1580
ECA369	g12941
ECA369	g6119
ECA369	g10729
ECA369	g3407
ECA369	g12035
ECA369	g7776
ECA369	g8314
ECA369	g9000
ECA369	g10291
ECA369	g2573
ECA369	g12047
ECA369	g8779
ECA369	g8846
ECA369	g11112
ECA369	g10548
ECA369	g8525
ECA369	g17577
ECA369	g12288
ECA369	g8968
ECA369	g18568
ECA369	g8172
ECA369	g7151
ECA369	g20238
ECA369	g10896
ECA369	g8782
ECA369	g3875
ECA369	g9894
ECA369	g7212
ECA369	g12457
ECA369	g22687
ECA369	g8382
ECA369	g12309
ECA369	g12026
ECA369	g21303
ECA369	g10230
ECA369	g10622
ECA369	g12792
ECA369	g3550
ECA369	g12306
ECA369	g10902
ECA369	g12278
ECA369	g12210
ECA369	g13658
ECA369	g10871
ECA369	g10640
ECA369	g19200
ECA369	g12316
ECA369	g16971
ECA369	g12302
ECA369	g12185
ECA369	g12499
ECA369	g12045
ECA369	g10394
ECA369	g20234
ECA369	g192
ECA369	g12942
ECA369	g11113
ECA369	g13119
ECA369	g12928
ECA369	g18415
ECA369	g10100
ECA369	g9982
ECA369	g12989
ECA369	g10657
ECA369	g12044
ECA369	g11089
ECA369	g12311
ECA369	g12679
ECA369	g17976
ECA369	g12683
ECA369	g12209
ECA369	g10872
ECA369	g3040
ECA369	g11106
ECA369	g10329
ECA369	g12182
ECA369	g10562
ECA369	g12295
ECA369	g12967
ECA369	g17370
ECA369	g10737
ECA369	g10626
ECA369	g22297
ECA369	g14879
ECA369	g12188
ECA369	g20191
ECA369	g8841
ECA369	g19632
ECA369	g10741
ECA369	g12540
ECA369	g13890
ECA369	g15465
ECA369	g10611
ECA369	g12646
ECA369	g8192
ECA369	g247
ECA369	g12201
ECA369	g12468
ECA369	g12479
ECA369	g5955
ECA369	g8970
ECA369	g6874
ECA369	g8859
ECA369	g2983
ECA369	g3221
ECA369	g12934
ECA369	g5085
ECA369	g3220
ECA369	g10296
ECA369	g5504
ECA369	g270
ECA369	g10928
ECA369	g3556
ECA369	g10692
ECA369	g8639
ECA369	g13829
ECA369	g13046
ECA369	g18933
ECA369	g9917
ECA369	g12030
ECA369	g22748
ECA369	g8623
ECA369	g8899
ECA369	g10875
ECA369	g12938
ECA369	g18010
ECA369	g22654
ECA369	g246
ECA369	g10900
ECA369	g2922
ECA369	g5413
ECA369	g14960
ECA369	g8618
ECA369	g2945
ECA369	g12310
ECA369	g10691
ECA369	g12283
ECA369	g10298
ECA369	g8784
ECA369	g9918
ECA369	g3701
ECA369	g4769
ECA369	g2981
ECA369	g11078
ECA369	g12037
ECA369	g12274
ECA369	g167
ECA369	g9001
ECA369	g673
ECA369	g3762
ECA369	g10873
ECA369	g10675
ECA369	g12751
ECA369	g19176
ECA369	g249
ECA369	g10728
ECA369	g27
ECA369	g10471
ECA369	g8294
ECA369	g20145
ECA369	g11117
ECA369	g3517
ECA369	g10037
ECA369	g4140
ECA369	g1940
ECA369	g12304
ECA369	g10621
ECA369	g12750
ECA369	g8645
ECA369	g12315
ECA369	g8870
ECA369	g10299
ECA369	g10874
ECA369	g15294
ECA369	g21253
ECA369	g3232
ECA369	g18534
ECA369	g10679
ECA369	g12020
ECA369	g12213
ECA369	g22191
ECA369	g12036
ECA369	g10901
ECA369	g11076
ECA369	g21402
ECA369	g10845
ECA369	g18526
ECA369	g12498
ECA369	g10535
ECA369	g12964
ECA369	g3536
ECA369	g12186
ECA369	g12299
ECA369	g8860
ECA369	g9851
ECA369	g10556
ECA369	g12192
ECA369	g22786
ECA369	g10549
ECA369	g10605
ECA369	g10555
ECA369	g10685
ECA369	g12272
ECA369	g8575
ECA369	g21289
ECA369	g22503
ECA369	g9903
ECA369	g12962
ECA369	g8530
ECA369	g21290
ECA369	g9916
ECA369	g8075
ECA369	g18448
ECA369	g8637
ECA369	g6271
ECA369	g12273
ECA369	g18056
ECA369	g5229
ECA369	g12961
ECA369	g12114
ECA369	g22434
ECA369	g8026
ECA369	g12958
ECA369	g12214
ECA369	g13178
ECA369	g12935
ECA369	g12028
ECA369	g10538
ECA369	g11075
ECA369	g17576
ECA369	g12033
ECA369	g10627
ECA369	g16570
ECA369	g8864
ECA369	g12558
ECA369	g10563
ECA369	g12212
ECA369	g12217
ECA369	g13715
ECA369	g10328
ECA369	g8894
ECA369	g10654
ECA369	g12031
ECA369	g20277
ECA369	g2003
ECA369	g12313
ECA369	g19336
ECA369	g18019
ECA369	g12600
ECA369	g12595
ECA369	g12963
ECA369	g3041
ECA369	g6159
ECA369	g12038
ECA369	g12193
ECA369	g22417
ECA369	g12678
ECA369	g15196
ECA369	g20200
ECA369	g12280
ECA369	g8898
ECA369	g8034
ECA369	g12293
ECA369	g10647
ECA369	g10730
ECA369	g1525
ECA369	g2944
ECA369	g12467
ECA369	g12285
ECA369	g8284
ECA369	g12294
ECA369	g13053
ECA369	g3350
ECA369	g10613
ECA369	g22450
ECA369	g3320
ECA369	g12470
ECA369	g10639
ECA369	g2984
ECA369	g10541
ECA369	g8276
ECA369	g12271
ECA369	g10877
ECA369	g5949
ECA369	g5622
ECA369	g18410
ECA369	g10844
ECA369	g8630
ECA369	g3719
ECA369	g9979
ECA369	g12956
ECA369	g11090
ECA369	g10674
ECA369	g113
ECA369	g18574
ECA369	g22505
ECA369	g8316
ECA369	g18226
ECA369	g6138
ECA369	g8793
ECA369	g18464
ECA369	g168
ECA369	g12187
ECA369	g10637
ECA369	g3534
ECA369	g20731
ECA369	g12189
ECA369	g10553
ECA369	g10537
ECA369	g12556
ECA369	g8897
ECA369	g12936
ECA369	g12301
ECA369	g10636
ECA369	g10979
ECA369	g12466
ECA369	g12206
ECA369	g16301
ECA369	g12754
ECA369	g3114
ECA369	g17179
ECA369	g3760
ECA369	g10292
ECA369	g12275
ECA369	g20350
ECA369	g5627
ECA369	g10652
ECA369	g20239
ECA369	g7920
ECA369	g12200
ECA369	g20199
ECA369	g20201
ECA369	g5834
ECA369	g12202
ECA369	g10397
ECA369	g7867
ECA369	g5956
ECA369	g12178
ECA369	g22653
ECA369	g10645
ECA369	g1710
ECA369	g17342
ECA369	g10840
ECA369	g12024
ECA369	g20143
ECA369	g5460
ECA369	g18177
ECA369	g10848
ECA369	g12208
ECA369	g3519
ECA369	g265
ECA369	g12300
ECA369	g22787
ECA369	g1708
ECA369	g10076
NIC259	g9118
NIC259	g3371
NIC259	g3474
NIC259	g21699
NIC259	g21698
NIC259	g21327
NIC259	g18471
NIC259	g3296
NIC259	g8322
NIC259	g6976
NIC259	g18690
NIC259	g3253
NIC259	g16431
NIC259	g15871
NIC259	g12358
NIC259	g3254
NIC259	g1302
NIC259	g19188
NIC259	g8071
NIC259	g7763
NIC259	g21399
NIC259	g6730
NIC259	g1640
NIC259	g3308
NIC259	g3827
NIC259	g20245
NIC259	g21477
NIC259	g21476
NIC259	g18693
NIC259	g18098
NIC259	g6658
NIC259	g3300
NIC259	g3116
NIC259	g21384
NIC259	g18756
NIC259	g15710
NIC259	g6020
NIC259	g18501
NIC259	g3293
NIC259	g3305
NIC259	g6660
NIC259	g18692
NIC259	g3333
NIC259	g8810
NIC259	g18957
NIC259	g6818
NIC259	g7754
NIC259	g18155
NIC259	g3260
NIC259	g18284
NIC259	g3337
NIC259	g3356
NIC259	g3373
NIC259	g16279
NIC259	g18753
NIC259	g20242
NIC259	g6741
NIC259	g6745
NIC259	g3311
NIC259	g3355
NIC259	g8175
NIC259	g20244
NIC259	g21975
NIC259	g21444
NIC259	g6751
NIC259	g3468
NIC259	g3291
NIC259	g7317
NIC259	g19082
NIC259	g3339
NIC259	g21907
NIC259	g3288
NIC259	g3218
NIC259	g15467
NIC259	g3124
NIC259	g22502
NIC259	g6742
NIC259	g6733
NIC259	g5595
NIC259	g3627
NIC259	g9643
NIC259	g4813
NIC259	g7401
NIC259	g10930
NIC259	g3365
NIC259	g5278
NIC259	g8314
NIC259	g18481
NIC259	g3306
NIC259	g3256
NIC259	g20623
NIC259	g10864
NIC259	g6738
NIC259	g7756
NIC259	g6761
NIC259	g21345
NIC259	g18893
NIC259	g19814
NIC259	g2059
NIC259	g20124
NIC259	g20898
NIC259	g12156
NIC259	g20798
NIC259	g18875
NIC259	g9334
NIC259	g22544
NIC259	g16230
NIC259	g1243
NIC259	g20065
NIC259	g20622
NIC259	g3666
NIC259	g5311
NIC259	g3269
NIC259	g21905
NIC259	g20211
NIC259	g16440
NIC259	g6767
NIC259	g7817
NIC259	g1703
NIC259	g20804
NIC259	g3354
NIC259	g6724
NIC259	g3277
NIC259	g8259
NIC259	g7737
NIC259	g20486
NIC259	g3270
NIC259	g6723
NIC259	g21040
NIC259	g3469
NIC259	g6813
NIC259	g2138
NIC259	g18498
NIC259	g21195
NIC259	g21641
NIC259	g5765
NIC259	g3255
NIC259	g8099
NIC259	g14626
NIC259	g11925
NIC259	g21929
NIC259	g19644
NIC259	g1641
NIC259	g3304
NIC259	g750
NIC259	g18497
NIC259	g6763
NIC259	g11642
NIC259	g18480
NIC259	g18
NIC259	g6729
NIC259	g3313
NIC259	g1018
NIC259	g18210
NIC259	g3372
NIC259	g10843
NIC259	g7696
NIC259	g6565
NIC259	g3157
NIC259	g6769
NIC259	g6749
NIC259	g3290
NIC259	g17469
NIC259	g10456
NIC259	g18071
NIC259	g18493
NIC259	g16586
NIC259	g6576
NIC259	g3900
NIC259	g7310
NIC259	g6764
NIC259	g18694
NIC259	g13799
NIC259	g18507
NIC259	g3292
NIC259	g15857
NIC259	g6587
NIC259	g9614
NIC259	g8324
NIC259	g3114
NIC259	g21365
NIC259	g2575
NIC259	g21898
NIC259	g3326
NIC259	g3302
NIC259	g22482
NIC259	g7588
NIC259	g18504
NIC259	g1646
NIC259	g8832
NIC259	g7752
NIC259	g17523
NIC259	g3120
NIC259	g18499
NIC259	g7858
NIC259	g3113
NIC259	g1744
NIC259	g6765
NIC259	g3328
NIC259	g6725
NIC259	g6591
NIC259	g3237
NIC259	g4333
NIC259	g7144
NIC259	g6734
NIC259	g8258
NIC259	g8834
NIC259	g18886
NIC259	g18484
NIC259	g12359
NIC259	g20795
NIC259	g3121
NIC259	g832
NIC259	g18890
NIC259	g3234
NIC259	g3158
NIC259	g8076
NIC259	g3475
NIC259	g18647
NIC259	g6819
NIC259	g3787
NIC259	g3272
NIC259	g6985
NIC259	g3631
NIC259	g21371
NIC259	g3670
NIC259	g6564
NIC259	g11406
NIC259	g19998
NIC259	g3353
NIC259	g3283
NIC259	g8062
NIC259	g3126
NIC259	g3122
NIC259	g1974
NIC259	g3301
NIC259	g22488
NIC259	g20130
NIC259	g18479
NIC259	g3199
NIC259	g3826
NIC259	g3268
NIC259	g3367
NIC259	g18369
NIC259	g14625
NIC259	g20302
NIC259	g261
NIC259	g18764
NIC259	g20613
NIC259	g19994
NIC259	g7528
NIC259	g3336
NIC259	g10943
NIC259	g3152
NIC259	g20599
NIC259	g2085
NIC259	g18714
NIC259	g7235
NIC259	g19935
NIC259	g3338
NIC259	g3668
NIC259	g20799
NIC259	g20246
NIC259	g1649
NIC259	g12836
NIC259	g21085
NIC259	g20899
NIC259	g14331
NIC259	g21100
NIC259	g15237
NIC259	g3131
NIC259	g18465
NIC259	g3315
NIC259	g17982
NIC259	g20541
NIC259	g6758
NIC259	g3781
NIC259	g8860
NIC259	g8080
NIC259	g21366
NIC259	g12002
NIC259	g20905
NIC259	g18460
NIC259	g14344
NIC259	g8468
NIC259	g7364
NIC259	g14231
NIC259	g20066
NIC259	g12021
NIC259	g21253
NIC259	g3236
NIC259	g13598
NIC259	g10890
NIC259	g15409
NIC259	g8038
NIC259	g19733
NIC259	g8418
NIC259	g3669
NIC259	g3626
NIC259	g3671
NIC259	g713
NIC259	g16281
NIC259	g15444
NIC259	g20840
NIC259	g18500
NIC259	g12330
NIC259	g5732
NIC259	g6814
NIC259	g21453
NIC259	g3280
NIC259	g3309
NIC259	g6588
NIC259	g7744
NIC259	g7006
NIC259	g6815
NIC259	g6590
NIC259	g3115
NIC259	g18215
NIC259	g8149
NIC259	g5049
NIC259	g3664
NIC259	g3257
NIC259	g4623
NIC259	g8039
NIC259	g3271
NIC259	g6720
NIC259	g18212
NIC259	g18855
NIC259	g21150
NIC259	g18505
NIC259	g6740
NIC259	g18278
NIC259	g11124
NIC259	g3617
NIC259	g20841
NIC259	g21382
NIC259	g18478
NIC259	g18502
NIC259	g3332
NIC259	g6574
NIC259	g6964
NIC259	g21921
NIC259	g3316
NIC259	g20601
NIC259	g18039
NIC259	g18877
NIC259	g19562
NIC259	g6569
NIC259	g22257
NIC259	g21394
NIC259	g18511
NIC259	g20240
NIC259	g20210
NIC259	g18743
NIC259	g3364
NIC259	g5648
NIC259	g15466
NIC259	g19813
NIC259	g6728
NIC259	g8850
NIC259	g6586
NIC259	g21906
NIC259	g10919
NIC259	g15747
NIC259	g16439
NIC259	g1461
NIC259	g7556
NIC259	g8033
NIC259	g3267
NIC259	g6585
NIC259	g3125
NIC259	g3123
NIC259	g6743
NIC259	g21923
NIC259	g7743
NIC259	g3641
NIC259	g7742
NIC259	g3493
NIC259	g18489
NIC259	g8077
NIC259	g21912
NIC259	g20803
NIC259	g21915
NIC259	g20384
NIC259	g5251
NIC259	g10573
NIC259	g3833
NIC259	g21676
NIC259	g3986
NIC259	g6030
NIC259	g6731
NIC259	g18030
NIC259	g3289
NIC259	g3160
NIC259	g10601
NIC259	g15411
NIC259	g6822
NIC259	g3359
NIC259	g15268
NIC259	g20802
NIC259	g18912
NIC259	g18280
NIC259	g19812
NIC259	g6975
NIC259	g6986
NIC259	g3465
NIC259	g1642
NIC259	g4459
NIC259	g14069
NIC259	g13665
NIC259	g18281
NIC259	g2094
NIC259	g7747
NIC259	g20838
NIC259	g20238
NIC259	g6756
NIC259	g18472
NIC259	g21475
NIC259	g7861
NIC259	g18099
NIC259	g18503
NIC259	g15844
NIC259	g18285
NIC259	g18889
NIC259	g6820
NIC259	g20695
NIC259	g6941
NIC259	g18793
NIC259	g21443
NIC259	g18894
NIC259	g18513
NIC259	g7135
NIC259	g20540
NIC259	g3616
NIC259	g21084
NIC259	g3361
NIC259	g3329
NIC259	g3360
NIC259	g3221
NIC259	g3629
NIC259	g18901
NIC259	g2185
NIC259	g3327
NIC259	g3140
NIC259	g6111
NIC259	g6710
NIC259	g4455
NIC259	g20243
NIC259	g8040
NIC259	g20237
NIC259	g18473
NIC259	g20600
NIC259	g3151
NIC259	g13354
NIC259	g6575
NIC259	g3630
NIC259	g3303
NIC259	g14381
NIC259	g12213
NIC259	g6572
NIC259	g3368
NIC259	g7980
NIC259	g10944
NIC259	g3628
NIC259	g21606
NIC259	g6566
NIC259	g11083
NIC259	g3314
NIC259	g1770
NIC259	g6755
NIC259	g18757
NIC259	g3119
NIC259	g3245
NIC259	g3139
NIC259	g21346
NIC259	g12730
NIC259	g6823
NIC259	g8024
NIC259	g18282
NIC259	g3132
NIC259	g3795
NIC259	g6766
NIC259	g14646
NIC259	g20839
NIC259	g21910
NIC259	g20414
NIC259	g19742
NIC259	g20236
NIC259	g18474
NIC259	g8257
NIC259	g3490
NIC259	g6762
NIC259	g21344
NIC259	g3331
NIC259	g21342
NIC259	g20126
NIC259	g18475
NIC259	g6757
NIC259	g7768
NIC259	g20544
NIC259	g20668
NIC259	g3531
NIC259	g7551
NIC259	g21897
NIC259	g19574
NIC259	g7810
NIC259	g14345
NIC259	g18752
NIC259	g18072
NIC259	g18854
NIC259	g6737
NIC259	g15414
NIC259	g4458
NIC259	g21545
NIC259	g7589
NIC259	g7188
NIC259	g2365
NIC259	g20125
NIC259	g3779
NIC259	g5443
NIC259	g18368
NIC259	g3847
NIC259	g20780
NIC259	g15691
NIC259	g3489
NIC259	g16380
NIC259	g6279
NIC259	g3284
NIC259	g3363
NIC259	g3079
NIC259	g5050
NIC259	g21914
NIC259	g6973
NIC259	g18506
NIC259	g3159
NIC259	g21913
NIC259	g6736
NIC259	g22237
NIC259	g1969
NIC259	g3128
NIC259	g3665
NIC259	g19995
NIC259	g19534
NIC259	g17174
NIC259	g17173
NIC259	g2069
NIC259	g12116
NIC259	g3464
NIC259	g6579
NIC259	g18884
NIC259	g21908
NIC259	g20491
NIC259	g18755
NIC259	g18759
NIC259	g3862
NIC259	g3467
NIC259	g18856
NIC259	g6347
NIC259	g20800
NIC259	g7102
NIC259	g6744
NIC259	g6748
NIC259	g3310
NIC259	g18861
NIC259	g3662
NIC259	g6974
NIC259	g18754
NIC259	g8079
NIC259	g7745
NIC259	g3370
NIC259	g22458
NIC259	g21168
NIC259	g6977
NIC259	g18496
NIC259	g3492
NIC259	g10866
NIC259	g3075
NIC259	g6746
NIC259	g18791
NIC259	g7318
NIC259	g8271
NIC259	g3154
NIC259	g6571
NIC259	g15267
NIC259	g3222
NIC259	g3076
NIC259	g5908
NIC259	g3282
NIC259	g21564
NIC259	g3241
NIC259	g6963
NIC259	g8552
NIC259	g20489
NIC259	g6824
NIC259	g18279
NIC259	g6657
NIC259	g20592
NIC259	g18758
NIC259	g12312
NIC259	g21367
NIC259	g10998
NIC259	g12632
NIC259	g21933
NIC259	g7605
NIC259	g18469
NIC259	g18706
NIC259	g3357
NIC259	g21152
NIC259	g11005
NIC259	g3261
NIC259	g20485
NIC259	g3207
NIC259	g16937
NIC259	g20453
NIC259	g6826
NIC259	g3247
NIC259	g18476
NIC259	g6578
NIC259	g3596
NIC259	g18482
NIC259	g1191
NIC259	g20973
NIC259	g3318
NIC259	g3458
NIC259	g18329
NIC259	g21604
NIC259	g20105
NIC259	g3494
NIC259	g18885
NIC259	g21896
NIC259	g3642
NIC259	g7746
NIC259	g18852
NIC259	g8032
NIC259	g18038
NIC259	g6750
NIC259	g3198
NIC259	g3460
NIC259	g6760
NIC259	g6577
NIC259	g5280
NIC259	g19993
NIC259	g20842
NIC259	g14232
NIC259	g3156
NIC259	g6567
NIC259	g17980
NIC259	g18468
NIC259	g3312
NIC259	g8313
NIC259	g10848
NIC259	g6732
NIC259	g3330
NIC259	g22238
JU2001	g7593
JU2001	g1865
JU2001	g3892
JU2001	g3893
JU2001	g3521
JU2001	g22272
JU2001	g17373
JU2001	g7818
JU2001	g21944
JU2001	g12681
JU2001	g5706
JU2001	g17982
JU2001	g1869
JU2001	g18004
JU2001	g8095
JU2001	g17972
JU2001	g2089
JU2001	g22275
JU2001	g2148
JU2001	g9190
JU2001	g3594
JU2001	g11642
JU2001	g13635
JU2001	g7971
JU2001	g2415
JU2001	g7997
JU2001	g8074
JU2001	g3668
JU2001	g3667
JU2001	g7821
JU2001	g13614
JU2001	g19444
JU2001	g22252
JU2001	g1979
JU2001	g7871
JU2001	g6652
JU2001	g7626
JU2001	g22112
JU2001	g22250
JU2001	g2137
JU2001	g5938
JU2001	g13593
JU2001	g17765
JU2001	g21928
JU2001	g22273
JU2001	g8006
JU2001	g1629
JU2001	g5841
JU2001	g2076
JU2001	g5847
JU2001	g1968
JU2001	g7509
JU2001	g1872
JU2001	g3560
JU2001	g5906
JU2001	g22259
JU2001	g8054
JU2001	g22732
JU2001	g2412
JU2001	g1631
JU2001	g5937
JU2001	g2103
JU2001	g22271
JU2001	g2271
JU2001	g2414
JU2001	g1840
JU2001	g10271
JU2001	g5813
JU2001	g9135
JU2001	g15
JU2001	g2795
JU2001	g22253
JU2001	g22158
JU2001	g7084
JU2001	g7904
JU2001	g5934
JU2001	g11633
JU2001	g5910
JU2001	g14430
JU2001	g4575
JU2001	g5931
JU2001	g1847
JU2001	g2984
JU2001	g5032
JU2001	g22782
JU2001	g2009
JU2001	g22161
JU2001	g4104
JU2001	g3031
JU2001	g17963
JU2001	g2797
JU2001	g3029
JU2001	g7873
JU2001	g15651
JU2001	g7595
JU2001	g1820
JU2001	g22573
JU2001	g20277
JU2001	g8405
JU2001	g22048
JU2001	g2290
JU2001	g3087
JU2001	g18517
JU2001	g2986
JU2001	g7984
JU2001	g14122
JU2001	g5905
JU2001	g5908
JU2001	g1878
JU2001	g7599
JU2001	g18241
JU2001	g402
JU2001	g8041
JU2001	g4071
JU2001	g19841
JU2001	g1823
JU2001	g1628
JU2001	g22563
JU2001	g2064
JU2001	g2994
JU2001	g11577
JU2001	g2025
JU2001	g22256
JU2001	g1843
JU2001	g2659
JU2001	g1870
JU2001	g3230
